,t_ext,ghi,t_bed,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,mode_2,set_point,sp_soft,heat_gains,load_sim,load1,heat_gains0,load,cop,cool_cap,p_im,p_ex,p_ch,p_dis,soc,phi_h_heat,phi_h_cool,p_hvac,T_i,T_w
2020-11-03 00:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,10418.75,,,2918.75,0.0,0.0,7500.0,0.21369212504946944,,,,,
2020-11-03 00:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,10546.75,,,10465.749999999998,0.0,0.0,81.00000000000139,2.7755575615628914e-17,,,,,
2020-11-03 00:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,10582.5,,,10582.5,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 01:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,10818.25,,,10818.25,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 01:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,10652.0,,,10652.0,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 01:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,10407.0,,,10407.0,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 02:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,10559.5,,,10559.5,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 02:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,10594.0,,,10594.0,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 02:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,10412.5,,,10412.5,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 03:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,10668.75,,,10668.75,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 03:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,10344.25,,,10344.25,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 03:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,10225.25,,,10225.25,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 04:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,10450.5,,,10450.5,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 04:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,10330.25,,,10330.25,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 04:40:00,,,,-0.475,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,10282.275,,,10282.75,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 05:00:00,,,,233.175,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,10506.425,,,10273.25,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 05:20:00,,,,1059.35,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,10091.6,,,9032.25,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 05:40:00,,,,3239.75,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,9809.25,,,6569.5,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 06:00:00,,,,5959.75,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,10521.25,,,4561.5,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 06:20:00,,,,8733.25,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,9853.25,,,1120.0,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 06:40:00,,,,11625.0,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,12179.75,,,554.75,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 07:00:00,,,,14490.0,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,13083.0,,,0.0,0.0,-1407.0,0.0,3.3499999999999996,,,,,
2020-11-03 07:20:00,,,,16897.5,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,18632.75,,,465.4324999999999,0.0,0.0,1269.8175,0.0,,,,,
2020-11-03 07:40:00,,,,19627.5,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,20006.5,,,379.0,0.0,0.0,0.0,0.0,,,,,
2020-11-03 08:00:00,,,,22137.5,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,17911.25,,,0.0,-4226.25,0.0,0.0,0.0,,,,,
2020-11-03 08:20:00,,,,23962.5,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,15283.75,,,0.0,-8678.75,0.0,0.0,0.0,,,,,
2020-11-03 08:40:00,,,,24642.5,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,15647.75,,,0.0,-4081.1793628808873,-4913.570637119113,0.0,11.698977707426458,,,,,
2020-11-03 09:00:00,,,,25800.0,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,15846.5,,,0.0,-9953.5,0.0,0.0,11.698977707426458,,,,,
