,t_ext,ghi,t_bed,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,mode_2,set_point,sp_soft,heat_gains,load_sim,load1,heat_gains0,load,cop,cool_cap,t_high,t_low,T_i,T_w,phi_h_cool,p_hvac,p_load,p_ch,p_dis,p_im,p_ex,soc,cost,payment
2020-11-04 00:00:00,14.414342848480688,0.0,20.595,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,330.5,3.965129865098129,-12.144875905400232,25.5,24.5,24.0,23.0,0.0,-0.0,330.5,0.0,330.5,0.0,0.0,2.7600000000000002,0.0,0.0
2020-11-04 00:20:00,14.46842425786959,0.0,20.54,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,331.25,3.9613318049759023,-12.130697305041588,25.5,24.5,24.02491829272793,22.938593208070127,0.0,-0.0,331.25,0.0,331.25,0.0,0.0,2.6478139850644946,0.0,0.0
2020-11-04 00:40:00,14.552579358438573,0.0,20.5,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,329.75,3.9554217124845152,-12.108634242103845,25.5,24.5,24.044363115406835,22.87882011856222,0.0,-0.0,329.75,0.0,329.75,0.0,0.0,2.5353733876442637,0.0,0.0
2020-11-04 01:00:00,14.563329679386246,0.0,20.44,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,333.0,3.954666732801961,-12.105815815103393,25.5,24.5,24.058785100617122,22.82085342314753,0.0,-0.0,333.0,0.0,333.0,0.0,0.0,2.423441955193483,0.0,0.0
2020-11-04 01:20:00,14.504965854137069,0.0,20.384999999999998,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,328.5,3.9587655408723177,-12.121117142545863,25.5,24.5,24.068617258005524,22.764028995040988,0.0,-0.0,328.5,0.0,328.5,0.0,0.0,2.3104073319755605,0.0,0.0
2020-11-04 01:40:00,14.398961238103473,0.0,20.330000000000002,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,332.75,3.966210093621192,-12.148908524166556,25.5,24.5,24.07422303292673,22.70773169827671,0.0,-0.0,332.75,0.0,332.75,0.0,0.0,2.198900203665988,0.0,0.0
2020-11-04 02:00:00,14.23345294230446,0.0,20.29,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,330.25,3.9778335047947335,-12.192300070516605,25.5,24.5,24.07590382346876,22.651533127570843,0.0,-0.0,330.25,0.0,330.25,0.0,0.0,2.085950441276307,0.0,0.0
2020-11-04 02:20:00,14.138896883144257,0.0,20.23,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,328.75,3.98447404174947,-12.21708996762672,25.5,24.5,24.073914754299643,22.59491822198608,0.0,-0.0,328.75,0.0,328.75,0.0,0.0,1.973849287169043,0.0,0.0
2020-11-04 02:40:00,14.186315159083545,0.0,20.18,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,336.75,3.981143923970648,-12.204658250483323,25.5,24.5,24.06846211621879,22.5384383808825,0.0,-0.0,336.75,0.0,336.75,0.0,0.0,1.862257298031229,0.0,0.0
2020-11-04 03:00:00,14.206081164524441,0.0,20.115000000000002,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,331.0,3.9797557856456844,-12.199476168599734,25.5,24.5,24.059774081746056,22.483212678570577,0.0,-0.0,331.0,0.0,331.0,0.0,0.0,1.7479497623896811,0.0,0.0
2020-11-04 03:20:00,14.326448488823255,0.0,20.060000000000002,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,324.75,3.9713025604134997,-12.167919295234991,25.5,24.5,24.04813531131889,22.428970770929478,0.0,-0.0,324.75,0.0,324.75,0.0,0.0,1.635594025797692,0.0,0.0
2020-11-04 03:40:00,14.55735665584127,0.0,20.009999999999998,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,332.5,3.9550862097126345,-12.107381771219071,25.5,24.5,24.033795275130338,22.376487223110182,0.0,-0.0,332.5,0.0,332.5,0.0,0.0,1.525359809911745,0.0,0.0
2020-11-04 04:00:00,14.702319101373721,0.0,19.97,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,333.0,3.944905704252098,-12.06937675978462,25.5,24.5,24.017036737189912,22.32660654098274,0.0,-0.0,333.0,0.0,333.0,0.0,0.0,1.4124949083503058,0.0,0.0
