,t_ext,ghi,t_bed,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,mode_2,set_point,sp_soft,heat_gains,load_sim,load1,heat_gains0,load,cop,cool_cap,t_high,t_low,T_i,T_w,phi_h_cool,p_hvac,p_load,p_ch,p_dis,p_im,p_ex,soc,cost,payment
2021-01-10 00:00:00,17.98447513415296,0.0,27.14,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,330.5,3.7144045748643446,-11.208889223876552,25.5,24.5,24.0,23.0,0.0,-0.0,330.5,0.0,330.5,0.0,0.0,17.0,0.0,0.0
2021-01-10 00:20:00,17.88771143198658,0.0,27.04,0.5,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,331.25,3.7212001514336293,-11.234257901907371,25.5,24.5,24.02491829272793,22.96749385122462,0.0,-0.0,331.25,0.0,330.75,0.0,0.0,16.18705786278619,0.0,0.0
2021-01-10 00:40:00,17.73875465805522,0.0,26.92,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,329.75,3.731661172871437,-11.27331011212435,25.5,24.5,24.046195570078968,22.934932387600238,0.0,-0.0,329.75,0.0,329.75,0.0,0.0,15.373500792034397,0.0,0.0
2021-01-10 01:00:00,17.65079847864923,0.0,26.810000000000002,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,333.0,3.737838209699435,-11.296369709330904,25.5,24.5,24.06405918456047,22.90186452114746,0.0,-0.0,333.0,0.0,333.0,0.0,0.0,14.56240345543454,0.0,0.0
2021-01-10 01:20:00,17.609016391720886,0.0,26.705,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,328.5,3.7407725059757166,-11.307323778749602,25.5,24.5,24.078693471940223,22.868764623671442,0.0,-0.0,328.5,0.0,328.5,0.0,0.0,13.743311982840895,0.0,0.0
2021-01-10 01:40:00,17.646317078929904,0.0,26.59,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,332.75,3.7381529319997235,-11.297544604297315,25.5,24.5,24.09030115781523,22.83598085671758,0.0,-0.0,332.75,0.0,332.75,0.0,0.0,12.93528931393095,0.0,0.0
2021-01-10 02:00:00,17.62839360596475,0.0,26.474999999999998,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,330.25,3.739411671901105,-11.302243626809553,25.5,24.5,24.09909418919607,22.804123785771882,0.0,-0.0,330.25,0.0,330.25,0.0,0.0,12.116812774875292,0.0,0.0
2021-01-10 02:20:00,17.677567488704447,0.0,26.36,0.25,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,328.75,3.7359582603646997,-11.289351639723282,25.5,24.5,24.10530978762731,22.77270857633674,0.0,-0.0,328.75,0.0,328.5,0.0,0.0,11.304485571199466,0.0,0.0
2021-01-10 02:40:00,17.742513319915815,0.0,26.259999999999998,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,336.75,3.731397207418484,-11.272324698374838,25.5,24.5,24.109139392455486,22.742250370976365,0.0,-0.0,336.75,0.0,336.75,0.0,0.0,10.496462902289522,0.0,0.0
2021-01-10 03:00:00,17.778019192479956,0.0,26.16,0.25,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,331.0,3.72890368071098,-11.26301607304202,25.5,24.5,24.110794967534865,22.712842036456436,0.0,-0.0,331.0,0.0,330.75,0.0,0.0,9.668147426626131,0.0,0.0
