,t_ext,ghi,t_bed,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,mode_2,set_point,sp_soft,heat_gains,load_sim,load1,heat_gains0,load,cop,cool_cap,t_high,t_low,T_i,T_w,phi_h_cool,p_hvac,p_load,p_ch,p_dis,p_im,p_ex,soc,cost,payment
2020-11-16 00:00:00,19.35626708967,0.0,27.9,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,330.5,3.6,-7.0,25.5,24.5,24.0,23.0,0.0,-0.0,330.5,0.0,330.5,0.0,0.0,1.7600000000000002,0.0,0.0
2020-11-16 00:20:00,19.465718649811144,0.0,27.855,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,331.25,3.6,-7.0,25.5,24.5,24.034129282322837,22.979948387590937,0.0,-0.0,331.25,0.0,331.25,0.0,0.0,1.6440350877192984,0.0,0.0
2020-11-16 00:40:00,20.294934491989075,0.0,27.790000000000003,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,329.75,3.6,-7.0,25.5,24.5,24.067443958895538,22.961289942286037,0.0,-0.0,329.75,0.0,329.75,0.0,0.0,1.5278070175438598,0.0,0.0
2020-11-16 01:00:00,20.61067825359848,0.0,27.72,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,333.0,3.6,-7.0,25.5,24.5,24.099977223419884,22.949456464590117,0.0,-0.0,333.0,0.0,333.0,0.0,0.0,1.412105263157895,0.0,0.0
2020-11-16 01:20:00,20.699568030917682,0.0,27.665,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,328.5,3.6,-7.0,25.5,24.5,24.13184343725217,22.94044402699484,0.0,-0.0,328.5,0.0,328.5,0.0,0.0,1.2952631578947371,0.0,0.0
2020-11-16 01:40:00,20.722267577634053,0.0,27.625,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,332.75,3.6,-7.0,25.5,24.5,24.16309504357981,22.932484184436987,0.0,-0.0,332.75,0.0,332.75,0.0,0.0,1.1800000000000002,0.0,0.0
2020-11-16 02:00:00,20.61679968285091,0.0,27.57,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,330.25,3.6,-7.0,25.5,24.5,24.19375710866987,22.925054283069485,0.0,-0.0,330.25,0.0,330.25,0.0,0.0,1.0632456140350879,0.0,0.0
2020-11-16 02:20:00,20.545581999216672,0.0,27.535,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,328.75,3.6,-7.0,25.5,24.5,24.223846463857967,22.917169716068656,0.0,-0.0,328.75,0.0,328.75,0.0,0.0,0.9473684210526317,0.0,0.0
2020-11-16 02:40:00,20.586445360142086,0.0,27.5,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,336.75,3.6,-7.0,25.5,24.5,24.253364883930956,22.909092810145836,0.0,-0.0,336.75,0.0,336.75,0.0,0.0,0.8320175438596493,0.0,0.0
2020-11-16 03:00:00,20.725200044696464,0.0,27.47,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,331.0,3.6,-7.0,25.5,24.5,24.28231806105464,22.90167224063299,0.0,-0.0,331.0,0.0,331.0,0.0,0.0,0.7138596491228072,0.0,0.0
