,load,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,p_load,p_ch,p_dis,p_im,p_ex,soc
2020-11-04 00:00:00,15829.7,0.0,0.25,0.16,0.11,0.02,0.01,1,0,15829.7,0.0,7500.0,8329.7,0.0,2.66
2020-11-04 00:20:00,16036.025,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16036.025,0.0,85.26315789473671,15950.761842105263,0.0,0.028421052631578902
2020-11-04 00:40:00,16107.8,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16107.8,0.0,0.0,16107.8,0.0,-0.0014958448753462604
2020-11-04 01:00:00,16266.55,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16266.55,0.0,0.0,16266.55,0.0,-0.0014958448753462604
2020-11-04 01:20:00,16164.875,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16164.875,0.0,0.0,16164.875,0.0,-0.0014958448753462604
2020-11-04 01:40:00,17622.375,0.0,0.25,0.16,0.11,0.02,0.01,1,0,17622.375,0.0,0.0,17622.375,0.0,-0.0014958448753462604
2020-11-04 02:00:00,16446.2,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16446.2,0.0,0.0,16446.2,0.0,-0.0014958448753462604
2020-11-04 02:20:00,15994.975,0.0,0.25,0.16,0.11,0.02,0.01,1,0,15994.975,0.0,0.0,15994.975,0.0,-0.0014958448753462604
2020-11-04 02:40:00,16250.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16250.0,0.0,0.0,16250.0,0.0,-0.0014958448753462604
2020-11-04 03:00:00,16343.35,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16343.35,0.0,0.0,16343.35,0.0,-0.0014958448753462604
2020-11-04 03:20:00,15816.575,0.0,0.25,0.16,0.11,0.02,0.01,1,0,15816.575,0.0,0.0,15816.575,0.0,-0.0014958448753462604
2020-11-04 03:40:00,15884.075,0.0,0.25,0.16,0.11,0.02,0.01,1,0,15884.075,0.0,0.0,15884.075,0.0,-0.0014958448753462604
2020-11-04 04:00:00,16056.8,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16056.8,0.0,0.0,16056.8,0.0,-0.0014958448753462604
2020-11-04 04:20:00,16071.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16071.0,0.0,0.0,16071.0,0.0,-0.0014958448753462604
2020-11-04 04:40:00,16415.275,23.65,0.25,0.16,0.11,0.02,0.01,1,0,16415.275,0.0,0.0,16391.625,0.0,-0.0014958448753462604
2020-11-04 05:00:00,16133.075,390.5,0.25,0.16,0.11,0.02,0.01,1,0,16133.075,0.0,0.0,15742.575,0.0,-0.0014958448753462604
2020-11-04 05:20:00,15876.55,1362.775,0.25,0.16,0.11,0.02,0.01,1,0,15876.55,0.0,0.0,14513.775,0.0,-0.0014958448753462604
2020-11-04 05:40:00,15917.35,3915.0,0.25,0.16,0.11,0.02,0.01,1,0,15917.35,0.0,0.0,12002.35,0.0,-0.0014958448753462604
2020-11-04 06:00:00,16046.6,6842.25,0.25,0.28,0.11,0.02,0.01,1,0,16046.6,0.0,0.0,9204.35,0.0,-0.0014958448753462604
2020-11-04 06:20:00,16115.075,8671.75,0.25,0.28,0.11,0.02,0.01,1,0,16115.075,0.0,0.0,7443.325000000001,0.0,-0.0014958448753462604
2020-11-04 06:40:00,18044.15,12901.0,0.25,0.28,0.11,0.02,0.01,1,0,18044.15,0.0,0.0,5143.1500000000015,0.0,-0.0014958448753462604
2020-11-04 07:00:00,18967.125,10218.75,0.25,0.28,0.11,0.02,0.01,0,1,18967.125,0.0,0.0,8748.375,0.0,-0.0014958448753462604
2020-11-04 07:20:00,20422.625,14780.25,0.25,0.28,0.11,0.02,0.01,0,1,20422.625,0.0,0.0,5642.375,0.0,-0.0014958448753462604
