Date,load,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,p_load,p_ch,p_dis,p_im,p_ex,soc
2020-11-26 00:00:00,16133.25,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16133.25,0.0,6783.0,9350.25,0.0,2.261
2020-11-26 00:20:00,16295.75,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16295.75,0.0,0.0,16295.75,0.0,-0.11900000000000022
2020-11-26 00:40:00,16352.5,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16352.5,0.0,0.0,16352.5,0.0,-0.11900000000000022
2020-11-26 01:00:00,16536.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16536.0,0.0,0.0,16536.0,0.0,-0.11900000000000022
2020-11-26 01:20:00,17210.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,17210.0,0.0,0.0,17210.0,0.0,-0.11900000000000022
2020-11-26 01:40:00,19847.55,0.0,0.25,0.16,0.11,0.02,0.01,1,0,19847.55,0.0,0.0,19847.55,0.0,-0.11900000000000022
2020-11-26 02:00:00,16690.25,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16690.25,0.0,0.0,16690.25,0.0,-0.11900000000000022
2020-11-26 02:20:00,16302.75,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16302.75,0.0,0.0,16302.75,0.0,-0.11900000000000022
2020-11-26 02:40:00,16505.25,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16505.25,0.0,0.0,16505.25,0.0,-0.11900000000000022
2020-11-26 03:00:00,16588.25,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16588.25,0.0,0.0,16588.25,0.0,-0.11900000000000022
2020-11-26 03:20:00,16086.8,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16086.8,0.0,0.0,16086.8,0.0,-0.11900000000000022
2020-11-26 03:40:00,16174.75,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16174.75,0.0,0.0,16174.75,0.0,-0.11900000000000022
2020-11-26 04:00:00,16300.75,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16300.75,0.0,0.0,16300.75,0.0,-0.11900000000000022
2020-11-26 04:20:00,16317.4,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16317.4,0.0,0.0,16317.4,0.0,-0.11900000000000022
2020-11-26 04:40:00,16893.950000000004,174.8,0.25,0.16,0.11,0.02,0.01,1,0,16893.950000000004,0.0,0.0,16719.150000000005,0.0,-0.11900000000000022
2020-11-26 05:00:00,16695.024999999998,696.725,0.25,0.16,0.11,0.02,0.01,1,0,16695.024999999998,0.0,0.0,15998.299999999997,0.0,-0.11900000000000022
2020-11-26 05:20:00,16631.55,1832.0,0.25,0.16,0.11,0.02,0.01,1,0,16631.55,0.0,0.0,14799.55,0.0,-0.11900000000000022
2020-11-26 05:40:00,16119.05,3817.0,0.25,0.16,0.11,0.02,0.01,1,0,16119.05,0.0,0.0,12302.05,0.0,-0.11900000000000022
2020-11-26 06:00:00,15786.55,6298.75,0.25,0.28,0.11,0.02,0.01,1,0,15786.55,0.0,0.0,9487.8,0.0,-0.11900000000000022
2020-11-26 06:20:00,16926.9,9028.0,0.25,0.28,0.11,0.02,0.01,1,0,16926.9,0.0,0.0,7898.9000000000015,0.0,-0.11900000000000022
2020-11-26 06:40:00,17112.35,11810.0,0.25,0.28,0.11,0.02,0.01,1,0,17112.35,0.0,0.0,5302.3499999999985,0.0,-0.11900000000000022
2020-11-26 07:00:00,24658.949999999997,14485.0,0.25,0.28,0.11,0.02,0.01,1,0,24658.949999999997,0.0,0.0,10173.949999999997,0.0,-0.11900000000000022
2020-11-26 07:20:00,24000.15,16847.5,0.25,0.28,0.11,0.02,0.01,1,0,24000.15,0.0,0.0,7152.6500000000015,0.0,-0.11900000000000022
2020-11-26 07:40:00,27169.949999999997,19127.5,0.25,0.28,0.11,0.02,0.01,1,0,27169.949999999997,0.0,0.0,8042.449999999997,0.0,-0.11900000000000022
2020-11-26 08:00:00,22946.700000000004,21330.0,0.25,0.28,0.11,0.02,0.01,1,0,22946.700000000004,0.0,0.0,1616.7000000000044,0.0,-0.11900000000000022
2020-11-26 08:20:00,17132.5,23157.5,0.25,0.28,0.11,0.02,0.01,1,0,17132.5,-6025.0,0.0,0.0,0.0,-0.11900000000000022
2020-11-26 08:40:00,14394.05,24525.0,0.25,0.28,0.11,0.02,0.01,1,0,14394.05,-7500.0,0.0,0.0,-2630.9500000000007,1.7889166666666663
2020-11-26 09:00:00,14286.349999999999,25965.0,0.25,0.21,0.11,0.02,0.01,1,0,14286.349999999999,-7500.0,0.0,0.0,-4178.6500000000015,4.163916666666666
2020-11-26 09:20:00,13464.900000000001,27072.5,0.25,0.21,0.11,0.02,0.01,1,0,13464.900000000001,-7500.0,0.0,0.0,-6107.5999999999985,6.538916666666666
2020-11-26 09:40:00,12457.55,28005.0,0.25,0.21,0.11,0.02,0.01,1,0,12457.55,-7500.0,0.0,0.0,-8047.450000000001,8.913916666666665
2020-11-26 10:00:00,13105.650000000001,28775.0,0.25,0.21,0.11,0.02,0.01,1,0,13105.650000000001,-6033.250000000006,0.0,0.0,-9636.099999999991,11.288916666666665
2020-11-26 10:20:00,13936.800000000001,29245.0,0.25,0.21,0.11,0.02,0.01,1,0,13936.800000000001,-301.6625000000008,0.0,0.0,-15006.537499999999,13.199445833333334
2020-11-26 10:40:00,14605.650000000001,29855.0,0.25,0.21,0.11,0.02,0.01,1,0,14605.650000000001,-15.083125000000308,0.0,0.0,-15234.266874999998,13.294972291666667
2020-11-26 11:00:00,14600.3125,29887.5,0.25,0.21,0.11,0.02,0.01,1,0,14600.3125,-0.7541562499984167,0.0,0.0,-15286.43334375,13.299748614583335
2020-11-26 11:20:00,13756.35,29920.0,0.25,0.21,0.11,0.02,0.01,1,0,13756.35,-0.037707812499121474,0.0,0.0,-16163.612292187501,13.299987430729168
2020-11-26 11:40:00,12678.3125,29995.0,0.25,0.21,0.11,0.02,0.01,1,0,12678.3125,-0.001885390627620609,0.0,0.0,-17316.685614609374,13.299999371536458
2020-11-26 12:00:00,12314.85,29642.5,0.25,0.21,0.11,0.02,0.01,1,0,12314.85,-9.42695308481234e-05,0.0,0.0,-17327.64990573047,13.299999968576824
2020-11-26 12:20:00,7413.55,29080.0,0.25,0.21,0.11,0.02,0.01,1,0,7413.55,-4.713477608220273e-06,0.0,0.0,-21666.449995286523,13.299999998428842
