,t_ext,ghi,t_bed,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,mode_2,set_point,sp_soft,heat_gains,load_sim,load1,heat_gains0,load,cop,cool_cap,t_high,t_low,T_i,T_w,phi_h_cool,p_hvac,p_load,p_ch,p_dis,p_im,p_ex,soc,cost,payment
2020-11-16 00:00:00,19.35626708967,0.0,27.9,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,330.5,3.618065585531176,-10.849244567195855,25.5,24.5,24.0,23.0,0.0,-0.0,330.5,0.0,330.5,0.0,0.0,2.7600000000000002,0.0,0.0
2020-11-16 00:20:00,19.465718649811144,0.0,27.855,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,331.25,3.610378958821835,-10.820549495314278,25.5,24.5,24.02491829272793,22.978598669370356,0.0,-0.0,331.25,0.0,331.25,0.0,0.0,2.6478139850644946,0.0,0.0
2020-11-16 00:40:00,20.294934491989075,0.0,27.790000000000003,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,329.75,3.5521443148197394,-10.603152793376431,25.5,24.5,24.04689967468265,22.958631571199874,0.0,-0.0,329.75,0.0,329.75,0.0,0.0,2.5353733876442637,0.0,0.0
2020-11-16 01:00:00,20.61067825359848,0.0,27.72,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,333.0,3.5299700815044277,-10.520373800332777,25.5,24.5,24.06622129962146,22.94587828728782,0.0,-0.0,333.0,0.0,333.0,0.0,0.0,2.423441955193483,0.0,0.0
2020-11-16 01:20:00,20.699568030917682,0.0,27.665,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,328.5,3.523727479428696,-10.497069440427605,25.5,24.5,24.08350920454,22.93604387599756,0.0,-0.0,328.5,0.0,328.5,0.0,0.0,2.3104073319755605,0.0,0.0
2020-11-16 01:40:00,20.722267577634053,0.0,27.625,0.25,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,332.75,3.5221333226907294,-10.491118267837049,25.5,24.5,24.099077410184364,22.927228207049872,0.0,-0.0,332.75,0.0,332.5,0.0,0.0,2.198900203665988,0.0,0.0
2020-11-16 02:00:00,20.61679968285091,0.0,27.57,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,330.25,3.529540182272928,-10.518768936480768,25.5,24.5,24.113099548335278,22.91886504784997,0.0,-0.0,330.25,0.0,330.25,0.0,0.0,2.086035302104549,0.0,0.0
2020-11-16 02:20:00,20.545581999216672,0.0,27.535,0.25,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,328.75,3.534541698455013,-10.537440178338704,25.5,24.5,24.125702339432276,22.9098970259592,0.0,-0.0,328.75,0.0,328.5,0.0,0.0,1.9739341479972847,0.0,0.0
2020-11-16 02:40:00,20.586445360142086,0.0,27.5,0.25,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,336.75,3.531671922993451,-10.526726972628657,25.5,24.5,24.13693742612111,22.900599703975956,0.0,-0.0,336.75,0.0,336.5,0.0,0.0,1.8624270196877124,0.0,0.0
2020-11-16 03:00:00,20.725200044696464,0.0,27.47,0.5,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,331.0,3.521927379718175,-10.49034945875806,25.5,24.5,24.146870648764907,22.891874650931165,0.0,-0.0,331.0,0.0,330.5,0.0,0.0,1.7482043448744062,0.0,0.0
2020-11-16 03:20:00,21.050210643900943,0.0,27.42,0.25,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,324.75,3.4991023496368996,-10.405140965663765,25.5,24.5,24.155620837374588,22.88449450475599,0.0,-0.0,324.75,0.0,324.5,0.0,0.0,1.6360183299389004,0.0,0.0
2020-11-16 03:40:00,21.25397148004136,0.0,27.374999999999996,0.25,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,332.5,3.4847925172016674,-10.351720696165922,25.5,24.5,24.163348276864756,22.879935677950424,0.0,-0.0,332.5,0.0,332.25,0.0,0.0,1.525868974881195,0.0,0.0
2020-11-16 04:00:00,21.380755297873847,0.0,27.32,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,333.0,3.4758886707950314,-10.31848160152504,25.5,24.5,24.170296701647317,22.877162682236992,0.0,-0.0,333.0,0.0,333.0,0.0,0.0,1.4130889341479975,0.0,0.0
2020-11-16 04:20:00,21.446367048960894,0.0,27.29,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,327.5,3.4712808512472613,-10.301280075011476,25.5,24.5,24.176628736603792,22.875517160303005,0.0,-0.0,327.5,0.0,327.5,0.0,0.0,1.3000543109300748,0.0,0.0
2020-11-16 04:40:00,21.7382125114279,0.0,27.265,5.5,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,338.25,3.4507849613402932,-10.224766533194412,25.5,24.5,24.182454951972865,22.87448067321649,0.0,-0.0,338.25,0.0,332.75,0.0,0.0,1.1888866259334692,0.0,0.0
2020-11-16 05:00:00,22.149202813678365,0.0,27.2,20.25,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,343.75,3.421921699542246,-10.117016618524405,25.5,24.5,24.18784603546231,22.875870654544027,0.0,-0.0,343.75,0.0,323.5,0.0,0.0,1.0759368635437883,0.0,0.0
2020-11-16 05:20:00,22.619391858183207,4.25,27.150000000000002,290.25,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,350.25,3.3889009946453053,-9.993746485027934,25.5,24.5,24.19298342776879,22.88060878831531,0.0,-0.0,350.25,0.0,60.0,0.0,0.0,0.9661269517990496,0.0,0.0
2020-11-16 05:40:00,22.652931639300864,24.0,27.135,797.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,366.5,3.386545543731385,-9.984953312698345,25.5,24.5,24.198573733186315,22.88931960738279,0.0,-0.0,366.5,-430.5,0.0,0.0,0.0,0.9457603530210456,0.0,0.0
2020-11-16 06:00:00,22.418681968668515,37.75,27.14,972.25,0.25,0.28,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,1500.0,0.0,380.5,3.402996563457509,-10.046366883490414,25.5,24.5,24.206584250493652,22.899142880829423,0.0,-0.0,380.5,-591.75,0.0,0.0,0.0,1.0842378530210455,0.0,0.0
2020-11-16 06:20:00,22.353846285786176,82.72999999999999,27.14,1582.25,0.25,0.28,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,1500.0,0.0,391.5,3.4075498808439306,-10.063364947094081,25.5,24.5,24.21625691516684,22.907627828620793,0.0,-0.0,391.5,-1190.75,0.0,0.0,0.0,1.2745841030210454,0.0,0.0
2020-11-16 06:40:00,22.294025858816017,127.46000000000001,27.160000000000004,2587.75,0.25,0.28,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,1500.0,0.0,393.5,3.4117509839722926,-10.0790481538906,25.5,24.5,24.23091561478411,22.91766220647575,0.0,-0.0,393.5,-2194.25,0.0,0.0,0.0,1.6576086863543786,0.0,0.0
2020-11-16 07:00:00,22.39627970580935,130.24,27.2,2301.5,0.25,0.28,0.11,0.02,0.01,0.0,1.0,0.0,25.0,10.0,1.32,500.0,1500.0,0.0,3013.0,3.404569842374875,-10.052240116747434,25.5,24.5,24.250314319223843,22.929290033148003,0.0,-0.0,3013.0,0.0,711.5,0.0,0.0,2.363425769687712,0.0,0.0
2020-11-16 07:20:00,22.468588096204904,208.92,27.2,1712.25,0.25,0.28,0.11,0.02,0.01,0.0,1.0,0.0,25.0,10.0,1.32,500.0,1500.0,0.0,3013.25,3.3994917274150964,-10.033282922739732,25.5,24.5,24.41438385924257,22.94184624685279,0.0,-0.0,3013.25,0.0,1301.0,0.0,0.0,2.1219118525118805,0.0,0.0
2020-11-16 07:40:00,22.799244965726206,347.40000000000003,27.255,1627.5,0.25,0.28,0.11,0.02,0.01,0.0,1.0,0.0,25.0,10.0,1.32,500.0,1500.0,0.0,3007.25,3.376270167835571,-9.946594138890376,25.5,24.5,24.577700058621517,22.959844390213952,0.0,-0.0,3007.25,0.0,1379.75,0.0,0.0,1.680296102342159,0.0,0.0
2020-11-16 08:00:00,23.024570386060685,311.15999999999997,27.275000000000002,1958.25,0.25,0.28,0.11,0.02,0.01,0.0,1.0,0.0,23.0,50.0,1.02,4000.0,1500.0,0.0,756.0,3.3604458854589385,-9.887520251547826,23.5,22.5,24.747384682969216,22.988117871910728,-9.887520251547826,4903.873170686635,5659.873170686635,0.0,3000.0,701.6231706866347,0.0,1.211949191276307,0.06548482926408591,0.0
2020-11-16 08:20:00,22.976410374736524,231.72000000000003,27.31,3984.75,0.25,0.28,0.11,0.02,0.01,0.0,1.0,0.0,23.0,50.0,1.02,2250.0,1500.0,0.0,766.0,3.3638280942542185,-9.900146430516699,23.5,22.5,23.10442791888593,23.017412426846697,-5.271895157657752,2612.051413815666,3378.051413815666,-606.6985861843341,0.0,0.0,0.0,0.19361925237610333,0.0,0.0
2020-11-16 08:40:00,22.824599273354494,223.72,27.325000000000003,4278.0,0.25,0.28,0.11,0.02,0.01,0.0,1.0,0.0,23.0,50.0,1.02,500.0,1500.0,0.0,780.75,3.374489571031276,-9.939946963839027,23.5,22.5,22.373899276466616,23.028775149245412,0.0,-0.0,780.75,-3000.0,0.0,0.0,-497.25,0.38877396426539745,0.0,-0.018232500000000002
2020-11-16 09:00:00,22.993509796177495,270.44,27.385,4758.5,0.25,0.21,0.11,0.02,0.01,0.0,1.0,0.0,23.0,50.0,0.38,300.0,500.0,0.0,402.25,3.3626272263141637,-9.895663450769774,23.5,22.5,22.62077600813381,23.032431830220123,0.0,-0.0,402.25,-3000.0,0.0,0.0,-1356.25,1.3537739642653974,0.0,-0.049729166666666665
2020-11-16 09:20:00,23.89414659682235,552.9200000000001,27.47,5518.0,0.25,0.21,0.11,0.02,0.01,0.0,1.0,0.0,23.0,50.0,0.38,300.0,500.0,0.0,412.25,3.2993767904288767,-9.659542214120712,23.5,22.5,22.744434197519066,23.041611036592464,0.0,-0.0,412.25,-3000.0,0.0,0.0,-2105.75,2.3187739642653975,0.0,-0.07721083333333333
2020-11-16 09:40:00,25.34748038623919,597.36,27.525,2430.5,0.25,0.21,0.11,0.02,0.01,0.0,1.0,0.0,23.0,50.0,0.38,300.0,500.0,0.0,406.25,3.197311234589259,-9.27851961835817,23.5,22.5,22.89261967093514,23.072331150618005,0.0,-0.0,406.25,-2024.25,0.0,0.0,0.0,3.2837739642653974,0.0,0.0
2020-11-16 10:00:00,26.51322237806783,712.96,27.590000000000003,2133.5,0.25,0.21,0.11,0.02,0.01,0.0,1.0,0.0,23.0,50.0,0.38,300.0,500.0,0.0,415.5,3.115442839848836,-8.972895375014751,23.5,22.5,23.038357794464872,23.11762612949799,0.0,-0.0,415.5,-1718.0,0.0,0.0,0.0,3.9349077142653974,0.0,0.0
2020-11-16 10:20:00,27.667742836618803,788.8000000000001,27.659999999999997,2090.75,0.25,0.21,0.11,0.02,0.01,0.0,1.0,0.0,23.0,50.0,0.38,300.0,500.0,0.0,393.75,3.0343625173597424,-8.670213097081504,23.5,22.5,23.190735095571124,23.178287146170504,0.0,-0.0,393.75,-1697.0,0.0,0.0,0.0,4.487531047598731,0.0,0.0
2020-11-16 10:40:00,28.420410052360896,346.88,27.7,2522.25,0.25,0.21,0.11,0.02,0.01,0.0,1.0,0.0,23.0,50.0,0.38,300.0,500.0,0.0,415.0,2.981503774037055,-8.47288525789152,23.5,22.5,23.34583093793175,23.252142550764912,0.0,-0.0,415.0,-2107.25,0.0,0.0,0.0,5.033399380932064,0.0,0.0
2020-11-16 11:00:00,28.81611208319385,298.68,27.77,2268.0,0.25,0.21,0.11,0.02,0.01,0.0,1.0,0.0,23.0,50.0,0.38,300.0,500.0,0.0,423.5,2.9537141857002718,-8.369143491179427,23.5,22.5,23.446048970139447,23.311190863076867,0.0,-0.0,423.5,-1844.5,0.0,0.0,0.0,5.711231464265397,0.0,0.0
