,t_ext,ghi,t_bed,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,mode_2,set_point,sp_soft,heat_gains,load_sim,load1,heat_gains0,load,cop,cool_cap,p_im,p_ex,p_ch,p_ch_p,p_ch_g,p_dis,soc,phi_h_heat,phi_h_cool,p_hvac,T_i,T_w
2021-01-10 00:00:00,17.98447513415296,0.0,27.14,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,330.5,3.7144045748643446,-11.208889223876552,0.0,-2201.4000000000005,0.0,0.0,0.0,2531.9000000000005,13.759489302967562,,0.0,0.0,24.0,23.0
2021-01-10 00:20:00,17.88771143198658,0.0,27.04,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,331.25,3.7212001514336293,-11.234257901907371,5.684341886080802e-14,4.547473508864641e-13,0.0,0.0,0.0,331.2499999999995,12.943039534654442,,0.0,0.0,24.02148949795046,22.96741210339304
2021-01-10 00:40:00,17.73875465805522,0.0,26.92,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,329.75,3.731661172871437,-11.27331011212435,0.0,6.87805368215777e-12,0.0,0.0,0.0,329.7499999999931,12.130286897367661,,0.0,0.0,24.039723508828217,22.934302050151295
2021-01-10 01:00:00,17.65079847864923,0.0,26.810000000000002,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,333.0,3.737838209699435,-11.296369709330904,0.0,-7.44648787076585e-12,0.0,0.0,0.0,333.00000000000745,11.30952380952381,,0.0,0.0,24.054893021401032,22.90113968674078
2021-01-10 01:20:00,17.609016391720886,0.0,26.705,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,328.5,3.7407725059757166,-11.307323778749602,-2.8421709430404007e-13,0.0,0.0,0.0,0.0,328.5000000000003,10.499852114758948,,0.0,0.0,24.06719825774816,22.868270858837764
2021-01-10 01:40:00,17.646317078929904,0.0,26.59,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,332.75,3.7381529319997235,-11.297544604297315,0.0,-7.560174708487466e-12,0.0,0.0,0.0,332.75000000000756,9.679705215419483,,0.0,0.0,24.076863531688172,22.836299844235686
2021-01-10 02:00:00,17.62839360596475,0.0,26.474999999999998,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,330.25,3.739411671901105,-11.302243626809553,5.684341886080802e-14,7.958078640513122e-12,0.0,0.0,0.0,330.249999999992,8.86572020112393,,0.0,0.0,24.084071531975514,22.80475284007536
2021-01-10 02:20:00,17.677567488704447,0.0,26.36,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,328.75,3.7359582603646997,-11.289351639723282,-5.684341886080802e-14,0.0,0.0,0.0,0.0,328.75000000000006,8.05543231785468,,0.0,0.0,24.089024450558586,22.77413963382576
2021-01-10 02:40:00,17.742513319915815,0.0,26.259999999999998,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,336.75,3.731397207418484,-11.272324698374838,5.684341886080802e-14,-1.7053025658242404e-13,0.0,0.0,0.0,336.7500000000001,7.225426402445037,,0.0,0.0,24.091918049883073,22.74455458473477
2021-01-10 03:00:00,17.778019192479956,0.0,26.16,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,331.0,3.72890368071098,-11.26301607304202,0.0,-7.73070496506989e-12,0.0,0.0,0.0,331.00000000000773,6.409592822636283,,0.0,0.0,24.092920561779184,22.71573172426426
2021-01-10 03:20:00,17.78644296672946,0.0,26.054999999999996,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,324.75,3.7283120910794008,-11.260807600113068,0.0,7.44648787076585e-12,0.0,0.0,0.0,324.74999999999255,5.609163955437247,,0.0,0.0,24.092175769858496,22.68742924982092
2021-01-10 03:40:00,17.76073699742332,0.0,25.97,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,332.5,3.730117384580957,-11.26754697080887,5.684341886080802e-14,6.934897101018578e-12,0.0,0.0,0.0,332.499999999993,4.789633244602205,,0.0,0.0,24.089801405367908,22.659354006583854
2021-01-10 04:00:00,17.80043990345942,0.0,25.88,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,333.0,3.7273291062084795,-11.257138003214951,0.0,5.684341886080801e-13,0.0,0.0,0.0,332.99999999999943,3.9688701567583737,,0.0,0.0,24.08593832477285,22.63201157146623
2021-01-10 04:20:00,17.86651923426024,0.0,25.795,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,327.5,3.722688449205382,-11.239813890659855,0.0,-7.560174708487466e-12,0.0,0.0,0.0,327.50000000000756,3.161663216011042,,0.0,0.0,24.080730179251532,22.605589672587346
2021-01-10 04:40:00,17.886351974391246,0.0,25.714999999999996,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,338.25,3.7212956241984667,-11.23461431284722,5.684341886080802e-14,0.0,0.0,0.0,0.0,338.24999999999994,2.3279601695750762,,0.0,0.0,24.074288628301808,22.579695411186904
2021-01-10 05:00:00,17.857016299246506,0.0,25.60666666666667,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,343.0,3.7233558267557747,-11.242305288708025,0.0,0.0,0.0,0.0,0.0,343.0,1.4825495415557526,,0.0,0.0,24.066694270951913,22.553919514667633
2021-01-10 05:20:00,17.79763294446559,0.0,25.51,78.25,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,350.25,3.7275262349286744,-11.257873907664303,5.684341886080802e-14,0.0,0.0,0.0,0.0,271.99999999999994,0.8121364487824115,,0.0,0.0,24.058007997410606,22.528012034685286
2021-01-10 05:40:00,17.6960707719092,14.5,25.425000000000004,366.25,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,366.5,3.734658801218492,-11.28450060753223,-3.885780586188048e-15,0.0,0.0,0.0,0.0,0.2500000000000039,0.8115202602780243,,0.0,0.0,24.049842075487405,22.502319973243257
2021-01-10 06:00:00,17.563368142619854,25.25,25.335,809.25,0.25,0.28,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,1500.0,0.0,380.5,3.743978317298298,-11.319291445428203,0.0,-428.75,0.0,0.0,0.0,0.0,0.8115202602780243,,0.0,0.0,24.041756123603157,22.476417441006948
2021-01-10 06:20:00,17.563048276254452,42.75,25.264999999999997,1390.75,0.25,0.28,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,1500.0,0.0,391.5,3.7440007810561884,-11.31937530525017,0.0,-999.25,0.0,0.0,0.0,0.0,0.8115202602780243,,0.0,0.0,24.034529347521328,22.451684260615057
2021-01-10 06:40:00,17.85824122925346,82.47999999999999,25.205000000000002,2042.5,0.25,0.28,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,1500.0,0.0,393.5,3.7232698016712864,-11.241984147058204,0.0,-1649.0,0.0,0.0,0.0,0.0,0.8115202602780243,,0.0,0.0,24.030735255798255,22.43152079229961
2021-01-10 07:00:00,18.528598674534415,134.22,25.185,2683.75,0.25,0.28,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,1.32,500.0,1500.0,0.0,3013.0,3.676191555942698,-11.066235577975402,-9.094947017729282e-13,0.0,0.0,0.0,0.0,329.2500000000009,-2.220446049250313e-15,,0.0,0.0,24.168200892461268,22.420528686471265
2021-01-10 07:20:00,19.136932745679225,197.92,25.310000000000002,3243.75,0.25,0.28,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,1.32,500.0,1500.0,0.0,3013.25,3.633469123174871,-10.906747765494693,0.0,-230.5,0.0,0.0,0.0,0.0,-2.220446049250313e-15,,0.0,0.0,24.304096391239085,22.418613439966375
