,t_ext,ghi,t_bed,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,mode_2,set_point,sp_soft,heat_gains,load_sim,load1,heat_gains0,load,cop,cool_cap,t_high,t_low,T_i,T_w,phi_h_cool,p_hvac,p_load,p_ch,p_dis,p_im,p_ex,soc,cost,payment
2020-11-28 00:00:00,23.298968218450156,0.0,28.560000000000002,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,330.5,3.6,-7.0,25.5,24.5,25.0,24.0,0.0,-0.0,330.5,0.0,330.5,0.0,0.0,20.0,0.0,0.0
2020-11-28 00:20:00,23.386013109301473,0.0,28.529999999999998,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,331.25,3.6,-7.0,25.5,24.5,25.034129282322837,24.002267549348712,0.0,-0.0,331.25,0.0,331.25,0.0,0.0,18.682216905901118,0.0,0.0
2020-11-28 00:40:00,22.656807272911422,0.0,28.485000000000003,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,329.75,3.6,-7.0,25.5,24.5,25.067779525843925,24.00541975747064,0.0,-0.0,329.75,0.0,329.75,0.0,0.0,17.361443381180226,0.0,0.0
2020-11-28 01:00:00,22.246797050101108,0.0,28.465000000000003,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,333.0,3.6,-7.0,25.5,24.5,25.10097123365557,24.003248649907704,0.0,-0.0,333.0,0.0,333.0,0.0,0.0,16.04665071770335,0.0,0.0
2020-11-28 01:20:00,21.985972785507148,0.0,28.44,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,328.5,3.6,-7.0,25.5,24.5,25.133631264150193,23.998252464831292,0.0,-0.0,328.5,0.0,328.5,0.0,0.0,14.718899521531103,0.0,0.0
2020-11-28 01:40:00,21.93403368139598,0.0,28.405,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,332.75,3.6,-7.0,25.5,24.5,25.16572513622524,23.991601537085028,0.0,-0.0,332.75,0.0,332.75,0.0,0.0,13.40909090909091,0.0,0.0
2020-11-28 02:00:00,21.88899333126229,0.0,28.384999999999998,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,330.25,3.6,-7.0,25.5,24.5,25.19723648309692,23.98490098055448,0.0,-0.0,330.25,0.0,330.25,0.0,0.0,12.082336523125997,0.0,0.0
2020-11-28 02:20:00,21.8571730454379,0.0,28.345000000000002,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,328.75,3.6,-7.0,25.5,24.5,25.22817331682353,23.978199454030058,0.0,-0.0,328.75,0.0,328.75,0.0,0.0,10.76555023923445,0.0,0.0
2020-11-28 02:40:00,21.819300412725458,0.0,28.32,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,336.75,3.6,-7.0,25.5,24.5,25.25854426058398,23.97159288346159,0.0,-0.0,336.75,0.0,336.75,0.0,0.0,9.454744816586922,0.0,0.0
2020-11-28 03:00:00,21.72546868777541,0.0,28.305,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,331.0,3.6,-7.0,25.5,24.5,25.288359250147902,23.965029631877826,0.0,-0.0,331.0,0.0,331.0,0.0,0.0,8.112041467304627,0.0,0.0
