,t_ext,ghi,t_bed,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,mode_2,set_point,sp_soft,heat_gains,load_sim,load1,heat_gains0,load,cop,cool_cap,t_high,t_low,T_i,T_w,phi_h_cool,p_hvac,p_load,p_ch,p_dis,p_im,p_ex,soc,cost,payment
2020-11-26 00:00:00,18.956932598001135,0.0,27.01,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,330.5,3.646110276403235,-10.953938661354528,25.5,24.5,24.0,23.0,0.0,-0.0,330.5,0.0,330.5,0.0,0.0,2.7600000000000002,0.0,0.0
2020-11-26 00:20:00,19.113274400339193,0.0,26.926666666666666,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,331.25,3.6351306149704654,-10.912950307690128,25.5,24.5,24.02491829272793,22.97536600942402,0.0,-0.0,331.25,0.0,331.25,0.0,0.0,2.6478139850644946,0.0,0.0
2020-11-26 00:40:00,19.152498657372476,0.0,26.84,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,329.75,3.6323759514336706,-10.902666828189057,25.5,24.5,24.046694706828113,22.952598170893616,0.0,-0.0,329.75,0.0,329.75,0.0,0.0,2.5353733876442637,0.0,0.0
2020-11-26 01:00:00,19.14891618836501,0.0,26.79,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,333.0,3.6326275431142525,-10.903606049206559,25.5,24.5,24.065646778113038,22.93069275670376,0.0,-0.0,333.0,0.0,333.0,0.0,0.0,2.423441955193483,0.0,0.0
2020-11-26 01:20:00,19.100081699766317,0.0,26.735,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,328.5,3.6360571194849833,-10.916409056846033,25.5,24.5,24.082008267252448,22.909266415100376,0.0,-0.0,328.5,0.0,328.5,0.0,0.0,2.3104073319755605,0.0,0.0
2020-11-26 01:40:00,18.993497848780926,0.0,26.674999999999997,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,332.75,3.643542351077043,-10.944352297321515,25.5,24.5,24.095973806702286,22.887924098264715,0.0,-0.0,332.75,0.0,332.75,0.0,0.0,2.198900203665988,0.0,0.0
2020-11-26 02:00:00,18.867257874998796,0.0,26.61,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,330.25,3.6524080040929423,-10.977448811590797,25.5,24.5,24.107700640049025,22.866177562400214,0.0,-0.0,330.25,0.0,330.25,0.0,0.0,2.085950441276307,0.0,0.0
2020-11-26 02:20:00,18.74079075022329,0.0,26.549999999999997,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,328.75,3.661289609598605,-11.010604878360512,25.5,24.5,24.11730508354183,22.84385611067875,0.0,-0.0,328.75,0.0,328.75,0.0,0.0,1.973849287169043,0.0,0.0
2020-11-26 02:40:00,18.651082000061386,0.0,26.485000000000003,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,336.75,3.6675897269671185,-11.034123949545815,25.5,24.5,24.12488525527242,22.82095003131298,0.0,-0.0,336.75,0.0,336.75,0.0,0.0,1.862257298031229,0.0,0.0
2020-11-26 03:00:00,18.543224064357226,0.0,26.43,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,331.0,3.675164435708856,-11.062401218632141,25.5,24.5,24.130532436343987,22.797749966233958,0.0,-0.0,331.0,0.0,331.0,0.0,0.0,1.7479497623896811,0.0,0.0
