,t_ext,ghi,t_bed,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,mode_2,set_point,sp_soft,heat_gains,load_sim,load1,heat_gains0,load,cop,cool_cap,p_im,p_ex,p_ch,p_ch_p,p_ch_g,p_dis,soc,phi_h_heat,phi_h_cool,p_hvac,T_i,T_w
2020-11-29 00:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,20587.974999999995,,,20587.974999999995,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-29 00:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,20460.35,,,20460.35,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-29 00:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,21272.9,,,21272.9,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-29 01:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,20638.625,,,20638.625,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-29 01:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,20737.149999999998,,,20737.149999999998,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-29 01:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,20224.1,,,20224.1,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-29 02:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,20647.75,,,20647.75,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-29 02:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,20024.1,,,20024.1,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-29 02:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,19754.4,,,19754.4,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-29 03:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,19687.975,,,19687.975,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-29 03:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,19793.625,,,19793.625,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-29 03:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,19054.3,,,19054.3,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-29 04:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,19087.1,,,19087.1,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-29 04:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,19146.175,,,19146.175,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-29 04:40:00,,,,43.975,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,18814.6,,,18814.6,0.0,-43.975,-43.975,0.0,0.0,20.104702380952382,,,,,
2020-11-29 05:00:00,,,,656.0250000000001,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,18917.275,,,18917.275,0.0,-656.0250000000001,-656.0250000000001,0.0,0.0,21.666666666666668,,,,,
