,t_ext,ghi,t_bed,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,mode_2,set_point,sp_soft,heat_gains,load_sim,load1,heat_gains0,load,cop,cool_cap,t_high,t_low,T_i,T_w,phi_h_cool,p_hvac,p_load,p_ch,p_dis,p_im,p_ex,soc,cost,payment
2021-01-10 00:00:00,17.98447513415296,0.0,27.14,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,330.5,3.6,-7.0,25.5,24.5,24.0,23.0,0.0,-0.0,330.5,0.0,330.5,0.0,0.0,17.0,0.0,0.0
2021-01-10 00:20:00,17.88771143198658,0.0,27.04,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,331.25,3.6,-7.0,25.5,24.5,24.034129282322837,22.969543917271558,0.0,-0.0,331.25,0.0,331.25,0.0,0.0,15.682216905901116,0.0,0.0
2021-01-10 00:40:00,17.73875465805522,0.0,26.92,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,329.75,3.6,-7.0,25.5,24.5,24.067287528452827,22.939074771961305,0.0,-0.0,329.75,0.0,329.75,0.0,0.0,14.361443381180225,0.0,0.0
2021-01-10 01:00:00,17.65079847864923,0.0,26.810000000000002,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,333.0,3.6,-7.0,25.5,24.5,24.09948914145245,22.908189534613797,0.0,-0.0,333.0,0.0,333.0,0.0,0.0,13.04665071770335,0.0,0.0
2021-01-10 01:20:00,17.609016391720886,0.0,26.705,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,328.5,3.6,-7.0,25.5,24.5,24.13074224831712,22.877349925423665,0.0,-0.0,328.5,0.0,328.5,0.0,0.0,11.718899521531103,0.0,0.0
2021-01-10 01:40:00,17.646317078929904,0.0,26.59,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,332.75,3.6,-7.0,25.5,24.5,24.16106179578248,22.84689826947546,0.0,-0.0,332.75,0.0,332.75,0.0,0.0,10.40909090909091,0.0,0.0
2021-01-10 02:00:00,17.62839360596475,0.0,26.474999999999998,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,330.25,3.6,-7.0,25.5,24.5,24.190467652693478,22.817421411068718,0.0,-0.0,330.25,0.0,330.25,0.0,0.0,9.082336523126,0.0,0.0
2021-01-10 02:20:00,17.677567488704447,0.0,26.36,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,328.75,3.6,-7.0,25.5,24.5,24.21898821232914,22.788478781133588,0.0,-0.0,328.75,0.0,328.75,0.0,0.0,7.765550239234452,0.0,0.0
2021-01-10 02:40:00,17.742513319915815,0.0,26.259999999999998,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,336.75,3.6,-7.0,25.5,24.5,24.246644817154216,22.76056446674022,0.0,-0.0,336.75,0.0,336.75,0.0,0.0,6.454744816586924,0.0,0.0
2021-01-10 03:00:00,17.778019192479956,0.0,26.16,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,331.0,3.6,-7.0,25.5,24.5,24.273465917313676,22.733775940118253,0.0,-0.0,331.0,0.0,331.0,0.0,0.0,5.112041467304628,0.0,0.0
