Time,load,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,p_load,p_ch,p_dis,p_im,p_ex,soc
2020-11-28 00:00:00,27605.024999999994,0.0,0.25,0.16,0.11,0.02,0.01,1,0,27605.024999999994,0.0,7500.0,20105.024999999994,0.0,2.66
2020-11-28 00:20:00,25947.225,0.0,0.25,0.16,0.11,0.02,0.01,1,0,25947.225,0.0,85.26315789473671,25861.961842105262,0.0,0.028421052631578902
2020-11-28 00:40:00,25089.999999999996,0.0,0.25,0.16,0.11,0.02,0.01,1,0,25089.999999999996,0.0,0.0,25089.999999999996,0.0,-0.0014958448753462604
2020-11-28 01:00:00,24998.2,0.0,0.25,0.16,0.11,0.02,0.01,1,0,24998.2,0.0,0.0,24998.2,0.0,-0.0014958448753462604
2020-11-28 01:20:00,24816.075000000004,0.0,0.25,0.16,0.11,0.02,0.01,1,0,24816.075000000004,0.0,0.0,24816.075000000004,0.0,-0.0014958448753462604
2020-11-28 01:40:00,25693.449999999997,0.0,0.25,0.16,0.11,0.02,0.01,1,0,25693.449999999997,0.0,0.0,25693.449999999997,0.0,-0.0014958448753462604
2020-11-28 02:00:00,24395.725,0.0,0.25,0.16,0.11,0.02,0.01,1,0,24395.725,0.0,0.0,24395.725,0.0,-0.0014958448753462604
2020-11-28 02:20:00,25163.200000000004,0.0,0.25,0.16,0.11,0.02,0.01,1,0,25163.200000000004,0.0,0.0,25163.200000000004,0.0,-0.0014958448753462604
2020-11-28 02:40:00,24662.474999999995,0.0,0.25,0.16,0.11,0.02,0.01,1,0,24662.474999999995,0.0,0.0,24662.474999999995,0.0,-0.0014958448753462604
2020-11-28 03:00:00,24186.8,0.0,0.25,0.16,0.11,0.02,0.01,1,0,24186.8,0.0,0.0,24186.8,0.0,-0.0014958448753462604
2020-11-28 03:20:00,25204.749999999996,0.0,0.25,0.16,0.11,0.02,0.01,1,0,25204.749999999996,0.0,0.0,25204.749999999996,0.0,-0.0014958448753462604
2020-11-28 03:40:00,23689.75,0.0,0.25,0.16,0.11,0.02,0.01,1,0,23689.75,0.0,0.0,23689.75,0.0,-0.0014958448753462604
2020-11-28 04:00:00,26508.674999999996,0.0,0.25,0.16,0.11,0.02,0.01,1,0,26508.674999999996,0.0,0.0,26508.674999999996,0.0,-0.0014958448753462604
2020-11-28 04:20:00,24603.25,0.0,0.25,0.16,0.11,0.02,0.01,1,0,24603.25,0.0,0.0,24603.25,0.0,-0.0014958448753462604
2020-11-28 04:40:00,23661.475,99.95,0.25,0.16,0.11,0.02,0.01,1,0,23661.475,0.0,0.0,23561.524999999998,0.0,-0.0014958448753462604
2020-11-28 05:00:00,24722.35,614.85,0.25,0.16,0.11,0.02,0.01,1,0,24722.35,0.0,0.0,24107.5,0.0,-0.0014958448753462604
2020-11-28 05:20:00,23233.1,1789.5,0.25,0.16,0.11,0.02,0.01,1,0,23233.1,0.0,0.0,21443.6,0.0,-0.0014958448753462604
2020-11-28 05:40:00,24093.725,3918.0,0.25,0.16,0.11,0.02,0.01,1,0,24093.725,0.0,0.0,20175.725,0.0,-0.0014958448753462604
2020-11-28 06:00:00,21165.85,6535.25,0.25,0.28,0.11,0.02,0.01,1,0,21165.85,0.0,0.0,14630.599999999999,0.0,-0.0014958448753462604
2020-11-28 06:20:00,21028.200000000004,8683.0,0.25,0.28,0.11,0.02,0.01,1,0,21028.200000000004,0.0,0.0,12345.200000000004,0.0,-0.0014958448753462604
2020-11-28 06:40:00,20834.25,12237.5,0.25,0.28,0.11,0.02,0.01,1,0,20834.25,0.0,0.0,8596.75,0.0,-0.0014958448753462604
2020-11-28 07:00:00,19866.75,15812.5,0.25,0.28,0.11,0.02,0.01,1,0,19866.75,0.0,0.0,4054.25,0.0,-0.0014958448753462604
2020-11-28 07:20:00,22083.45,12876.0,0.25,0.28,0.11,0.02,0.01,1,0,22083.45,0.0,0.0,9207.45,0.0,-0.0014958448753462604
2020-11-28 07:40:00,31972.25,19870.0,0.25,0.28,0.11,0.02,0.01,1,0,31972.25,0.0,0.0,12102.25,0.0,-0.0014958448753462604
