,load,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,p_load,p_ch,p_dis,p_im,p_ex,soc
2020-11-16 00:00:00,12213.525,0.0,0.25,0.16,0.11,0.02,0.01,1,0,12213.525,0.0,7500.0,4713.525,0.0,2.66
2020-11-16 00:20:00,12321.5,0.0,0.25,0.16,0.11,0.02,0.01,1,0,12321.5,0.0,85.26315789473671,12236.236842105263,0.0,0.028421052631578902
2020-11-16 00:40:00,12448.825,0.0,0.25,0.16,0.11,0.02,0.01,1,0,12448.825,0.0,0.0,12448.825,0.0,-0.0014958448753462604
2020-11-16 01:00:00,12756.325,0.0,0.25,0.16,0.11,0.02,0.01,1,0,12756.325,0.0,0.0,12756.325,0.0,-0.0014958448753462604
2020-11-16 01:20:00,12137.975,0.0,0.25,0.16,0.11,0.02,0.01,1,0,12137.975,0.0,0.0,12137.975,0.0,-0.0014958448753462604
2020-11-16 01:40:00,12226.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,12226.0,0.0,0.0,12226.0,0.0,-0.0014958448753462604
2020-11-16 02:00:00,12228.875,0.0,0.25,0.16,0.11,0.02,0.01,1,0,12228.875,0.0,0.0,12228.875,0.0,-0.0014958448753462604
2020-11-16 02:20:00,12907.85,0.0,0.25,0.16,0.11,0.02,0.01,1,0,12907.85,0.0,0.0,12907.85,0.0,-0.0014958448753462604
2020-11-16 02:40:00,12405.3,0.0,0.25,0.16,0.11,0.02,0.01,1,0,12405.3,0.0,0.0,12405.3,0.0,-0.0014958448753462604
2020-11-16 03:00:00,13580.225,0.0,0.25,0.16,0.11,0.02,0.01,1,0,13580.225,0.0,0.0,13580.225,0.0,-0.0014958448753462604
2020-11-16 03:20:00,12939.725,0.0,0.25,0.16,0.11,0.02,0.01,1,0,12939.725,0.0,0.0,12939.725,0.0,-0.0014958448753462604
2020-11-16 03:40:00,12592.2,0.0,0.25,0.16,0.11,0.02,0.01,1,0,12592.2,0.0,0.0,12592.2,0.0,-0.0014958448753462604
2020-11-16 04:00:00,12652.6,0.0,0.25,0.16,0.11,0.02,0.01,1,0,12652.6,0.0,0.0,12652.6,0.0,-0.0014958448753462604
