,t_ext,ghi,t_bed,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,mode_2,set_point,sp_soft,heat_gains,load_sim,load1,heat_gains0,load,cop,cool_cap,t_high,t_low,T_i,T_w,phi_h_cool,p_hvac,p_load,p_ch,p_dis,p_im,p_ex,soc,cost,payment
2020-11-04 00:00:00,14.414342848480688,0.0,20.595,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,330.5,3.6,-7.0,25.5,24.5,24.0,23.0,0.0,-0.0,330.5,0.0,330.5,0.0,0.0,1.7600000000000002,0.0,0.0
2020-11-04 00:20:00,14.46842425786959,0.0,20.54,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,331.25,3.6,-7.0,25.5,24.5,24.034129282322837,22.942465951656477,0.0,-0.0,331.25,0.0,331.25,0.0,0.0,1.6440350877192984,0.0,0.0
2020-11-04 00:40:00,14.552579358438573,0.0,20.5,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,329.75,3.6,-7.0,25.5,24.5,24.06688041323996,22.88647368821113,0.0,-0.0,329.75,0.0,329.75,0.0,0.0,1.5278070175438598,0.0,0.0
2020-11-04 01:00:00,14.563329679386246,0.0,20.44,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,333.0,3.6,-7.0,25.5,24.5,24.098297293778018,22.83221746578303,0.0,-0.0,333.0,0.0,333.0,0.0,0.0,1.412105263157895,0.0,0.0
2020-11-04 01:20:00,14.504965854137069,0.0,20.384999999999998,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,328.5,3.6,-7.0,25.5,24.5,24.12842608554136,22.77910408568011,0.0,-0.0,328.5,0.0,328.5,0.0,0.0,1.2952631578947371,0.0,0.0
2020-11-04 01:40:00,14.398961238103473,0.0,20.330000000000002,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,332.75,3.6,-7.0,25.5,24.5,24.157303337399508,22.726582240323076,0.0,-0.0,332.75,0.0,332.75,0.0,0.0,1.1800000000000002,0.0,0.0
2020-11-04 02:00:00,14.23345294230446,0.0,20.29,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,330.25,3.6,-7.0,25.5,24.5,24.1849567598437,22.67427212866934,0.0,-0.0,330.25,0.0,330.25,0.0,0.0,1.0632456140350879,0.0,0.0
2020-11-04 02:20:00,14.138896883144257,0.0,20.23,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,328.75,3.6,-7.0,25.5,24.5,24.211407936459363,22.62170994604478,0.0,-0.0,328.75,0.0,328.75,0.0,0.0,0.9473684210526317,0.0,0.0
2020-11-04 02:40:00,14.186315159083545,0.0,20.18,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,336.75,3.6,-7.0,25.5,24.5,24.236671153055298,22.569428540769508,0.0,-0.0,336.75,0.0,336.75,0.0,0.0,0.8320175438596493,0.0,0.0
2020-11-04 03:00:00,14.206081164524441,0.0,20.115000000000002,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,331.0,3.6,-7.0,25.5,24.5,24.260768491989353,22.518491459670592,0.0,-0.0,331.0,0.0,331.0,0.0,0.0,0.7138596491228072,0.0,0.0
