,t_ext,ghi,t_bed,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,mode_2,set_point,sp_soft,heat_gains,load_sim,load1,heat_gains0,load,cop,cool_cap,p_im,p_ex,p_ch,p_dis,soc,phi_h_heat,phi_h_cool,p_hvac,T_i,T_w
2020-11-03 00:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,15328.525,,,7828.525,0.0,0.0,7500.0,0.21369212504946944,,,,,
2020-11-03 00:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,15394.775,,,15313.774999999998,0.0,0.0,81.00000000000139,2.7755575615628914e-17,,,,,
2020-11-03 00:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,15441.075,,,15441.075,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 01:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,15472.175,,,15472.175,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 01:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,15340.5,,,15340.5,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 01:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,15146.875,,,15146.875,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 02:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,15366.225,,,15366.225,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 02:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,15374.275,,,15374.275,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 02:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,15292.225,,,15292.225,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 03:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,15569.275,,,15569.275,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 03:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,15273.35,,,15273.35,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 03:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,15945.3,,,15945.3,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 04:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,16837.625,,,16837.625,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 04:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,15200.425,,,15200.425,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 04:40:00,,,,1.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,15167.65,,,15166.65,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 05:00:00,,,,274.85,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,15518.75,,,15243.9,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 05:20:00,,,,1104.675,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,14986.35,,,13881.675000000001,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 05:40:00,,,,3280.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,14809.675,,,11529.675,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 06:00:00,,,,6005.25,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,14935.675,,,8930.425,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 06:20:00,,,,8775.25,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,15011.35,,,6236.1,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 06:40:00,,,,11657.5,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,17541.975,,,5884.4749999999985,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 07:00:00,,,,14525.0,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,18259.975,,,3734.9749999999985,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 07:20:00,,,,16950.0,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,21474.475,,,4524.4749999999985,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 07:40:00,,,,19690.0,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,22921.275,,,3231.2750000000015,0.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 08:00:00,,,,22187.5,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,20331.5,,,0.0,-1856.0,0.0,0.0,2.7755575615628914e-17,,,,,
2020-11-03 08:20:00,,,,24007.5,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,17126.325,,,0.0,-3352.37472299169,-3528.8002770083094,0.0,8.401905421448355,,,,,
2020-11-03 08:40:00,,,,24695.0,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,17537.9,,,0.0,0.0,-7157.0999999999985,0.0,25.442619707162635,,,,,
2020-11-03 09:00:00,,,,25817.5,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,17725.675,,,0.0,-8091.825000000001,0.0,0.0,25.442619707162635,,,,,
2020-11-03 09:20:00,,,,27325.0,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,27892.725,,,0.0,0.0,0.0,567.7249999999985,23.944862155388467,,,,,
2020-11-03 09:40:00,,,,28365.0,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,32031.725,,,0.0,0.0,0.0,3666.7249999999985,14.27140218968474,,,,,
2020-11-03 10:00:00,,,,29270.0,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,33090.5,,,0.0,0.0,0.0,3820.5,4.192256958184938,,,,,
2020-11-03 10:20:00,,,,29837.5,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,31426.575,,,0.0,-2.2737367544323206e-13,0.0,1589.075000000001,0.0,,,,,
2020-11-03 10:40:00,,,,30357.5,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,27877.325,,,0.0,-2480.1749999999993,0.0,0.0,0.0,,,,,
2020-11-03 11:00:00,,,,30495.0,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,19167.425,,,0.0,-11327.575,0.0,0.0,0.0,,,,,
2020-11-03 11:20:00,,,,30585.0,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,16634.775,,,0.0,-13950.224999999999,0.0,0.0,0.0,,,,,
2020-11-03 11:40:00,,,,30642.5,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,14813.5,,,0.0,-15829.0,0.0,0.0,0.0,,,,,
2020-11-03 12:00:00,,,,30492.5,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,13431.025,,,0.0,-17061.475,0.0,0.0,0.0,,,,,
2020-11-03 12:20:00,,,,30277.5,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,13980.675,,,0.0,-16296.825,0.0,0.0,0.0,,,,,
2020-11-03 12:40:00,,,,29670.0,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,14277.525,,,0.0,-15392.475,0.0,0.0,0.0,,,,,
2020-11-03 13:00:00,,,,28832.5,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,13423.85,,,0.0,-15408.65,0.0,0.0,0.0,,,,,
2020-11-03 13:20:00,,,,27750.0,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,13258.625,,,0.0,-6991.375,-7500.0,0.0,17.857142857142854,,,,,
2020-11-03 13:40:00,,,,26577.5,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,13437.45,,,0.0,-5640.049999999999,-7500.0,0.0,35.71428571428571,,,,,
2020-11-03 14:00:00,,,,25192.5,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,13779.15,,,0.0,-3913.3500000000004,-7500.0,0.0,53.57142857142856,,,,,
2020-11-03 14:20:00,,,,23392.5,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,13353.3,,,0.0,-2539.2000000000007,-7500.0,0.0,71.42857142857142,,,,,
2020-11-03 14:40:00,,,,21550.0,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,13781.925,,,0.0,-268.0750000000007,-7500.0,0.0,89.28571428571428,,,,,
2020-11-03 15:00:00,,,,19462.5,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,14706.5,,,0.0,-255.99999999999636,-4500.000000000004,0.0,100.0,,,,,
2020-11-03 15:20:00,,,,17152.5,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,16700.55,,,0.0,-451.9500000000007,0.0,0.0,100.0,,,,,
2020-11-03 15:40:00,,,,14610.0,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,18061.025,,,0.0,0.0,0.0,3451.0250000000015,90.89559424877984,,,,,
2020-11-03 16:00:00,,,,11860.0,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,19029.9,,,0.0,0.0,0.0,7169.9000000000015,71.98014773776546,,,,,
2020-11-03 16:20:00,,,,9054.5,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,23416.925,,,6862.424999999999,0.0,0.0,7500.0,52.19383986281493,,,,,
2020-11-03 16:40:00,,,,6169.5,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,22347.575,,,8678.075,0.0,0.0,7500.0,32.4075319878644,,,,,
2020-11-03 17:00:00,,,,3591.5,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,19704.3,,,8612.8,0.0,0.0,7500.0,12.621224112913872,,,,,
2020-11-03 17:20:00,,,,1648.75,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,16090.15,,,9657.324999999995,0.0,0.0,4784.0750000000035,0.0,,,,,
2020-11-03 17:40:00,,,,703.625,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,15881.75,,,15178.125,0.0,0.0,0.0,0.0,,,,,
2020-11-03 18:00:00,,,,244.8,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,15994.125,,,15749.325,0.0,0.0,0.0,0.0,,,,,
2020-11-03 18:20:00,,,,-32.525,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,16625.7,,,16658.225000000002,0.0,0.0,0.0,0.0,,,,,
2020-11-03 18:40:00,,,,-23.45,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,16964.625,,,16988.075,0.0,0.0,0.0,0.0,,,,,
2020-11-03 19:00:00,,,,0.0,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,31335.7,,,31335.7,0.0,0.0,0.0,0.0,,,,,
2020-11-03 19:20:00,,,,0.0,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,28343.3,,,28343.3,0.0,0.0,0.0,0.0,,,,,
2020-11-03 19:40:00,,,,0.0,0.25,0.28,0.11,0.02,0.01,1.0,0.0,,,,,,,,21632.975,,,21632.975,0.0,0.0,0.0,0.0,,,,,
2020-11-03 20:00:00,,,,0.0,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,19851.55,,,19851.55,0.0,0.0,0.0,0.0,,,,,
2020-11-03 20:20:00,,,,0.0,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,19215.425,,,19215.425,0.0,0.0,0.0,0.0,,,,,
2020-11-03 20:40:00,,,,0.0,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,18926.5,,,18926.5,0.0,0.0,0.0,0.0,,,,,
2020-11-03 21:00:00,,,,0.0,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,16296.675,,,16296.675,0.0,0.0,0.0,0.0,,,,,
2020-11-03 21:20:00,,,,0.0,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,16101.075,,,16101.075,0.0,0.0,0.0,0.0,,,,,
2020-11-03 21:40:00,,,,0.0,0.25,0.21,0.11,0.02,0.01,1.0,0.0,,,,,,,,16300.775,,,16300.775,0.0,0.0,0.0,0.0,,,,,
2020-11-03 22:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,15884.125,,,15884.125,0.0,0.0,0.0,0.0,,,,,
2020-11-03 22:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,15743.2,,,15743.2,0.0,0.0,0.0,0.0,,,,,
2020-11-03 22:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,15970.95,,,15970.95,0.0,0.0,0.0,0.0,,,,,
2020-11-03 23:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,16081.75,,,16081.75,0.0,0.0,0.0,0.0,,,,,
2020-11-03 23:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,16344.925,,,16344.925,0.0,0.0,0.0,0.0,,,,,
2020-11-03 23:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,16117.275,,,16117.275,0.0,0.0,0.0,0.0,,,,,
2020-11-04 00:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,15829.7,,,15829.7,0.0,0.0,0.0,0.0,,,,,
