Time,load,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,p_load,p_ch,p_dis,p_im,p_ex,soc
2020-11-28 00:00:00,14345.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,14345.0,0.0,7500.0,6845.0,0.0,2.66
2020-11-28 00:20:00,13544.999999999998,0.0,0.25,0.16,0.11,0.02,0.01,1,0,13544.999999999998,0.0,85.26315789473671,13459.736842105262,0.0,0.028421052631578902
2020-11-28 00:40:00,12810.500000000002,0.0,0.25,0.16,0.11,0.02,0.01,1,0,12810.500000000002,0.0,0.0,12810.500000000002,0.0,-0.0014958448753462604
2020-11-28 01:00:00,13842.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,13842.0,0.0,0.0,13842.0,0.0,-0.0014958448753462604
2020-11-28 01:20:00,13685.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,13685.0,0.0,0.0,13685.0,0.0,-0.0014958448753462604
2020-11-28 01:40:00,13412.5,0.0,0.25,0.16,0.11,0.02,0.01,1,0,13412.5,0.0,0.0,13412.5,0.0,-0.0014958448753462604
2020-11-28 02:00:00,12852.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,12852.0,0.0,0.0,12852.0,0.0,-0.0014958448753462604
2020-11-28 02:20:00,14823.5,0.0,0.25,0.16,0.11,0.02,0.01,1,0,14823.5,0.0,0.0,14823.5,0.0,-0.0014958448753462604
2020-11-28 02:40:00,13140.500000000004,0.0,0.25,0.16,0.11,0.02,0.01,1,0,13140.500000000004,0.0,0.0,13140.500000000004,0.0,-0.0014958448753462604
2020-11-28 03:00:00,12859.999999999998,0.0,0.25,0.16,0.11,0.02,0.01,1,0,12859.999999999998,0.0,0.0,12859.999999999998,0.0,-0.0014958448753462604
2020-11-28 03:20:00,13256.000000000004,0.0,0.25,0.16,0.11,0.02,0.01,1,0,13256.000000000004,0.0,0.0,13256.000000000004,0.0,-0.0014958448753462604
2020-11-28 03:40:00,12777.5,0.0,0.25,0.16,0.11,0.02,0.01,1,0,12777.5,0.0,0.0,12777.5,0.0,-0.0014958448753462604
2020-11-28 04:00:00,15507.999999999998,0.0,0.25,0.16,0.11,0.02,0.01,1,0,15507.999999999998,0.0,0.0,15507.999999999998,0.0,-0.0014958448753462604
2020-11-28 04:20:00,14031.500000000002,0.0,0.25,0.16,0.11,0.02,0.01,1,0,14031.500000000002,0.0,0.0,14031.500000000002,0.0,-0.0014958448753462604
2020-11-28 04:40:00,14152.149999999998,153.65,0.25,0.16,0.11,0.02,0.01,1,0,14152.149999999998,0.0,0.0,13998.499999999998,0.0,-0.0014958448753462604
2020-11-28 05:00:00,14422.625000000002,688.125,0.25,0.16,0.11,0.02,0.01,1,0,14422.625000000002,0.0,0.0,13734.500000000002,0.0,-0.0014958448753462604
2020-11-28 05:20:00,13329.499999999998,1863.5,0.25,0.16,0.11,0.02,0.01,1,0,13329.499999999998,0.0,0.0,11465.999999999998,0.0,-0.0014958448753462604
2020-11-28 05:40:00,13637.75,3995.25,0.25,0.16,0.11,0.02,0.01,1,0,13637.75,0.0,0.0,9642.5,0.0,-0.0014958448753462604
2020-11-28 06:00:00,12870.0,6610.0,0.25,0.28,0.11,0.02,0.01,1,0,12870.0,0.0,0.0,6260.0,0.0,-0.0014958448753462604
2020-11-28 06:20:00,12389.0,8752.0,0.25,0.28,0.11,0.02,0.01,1,0,12389.0,0.0,0.0,3637.0,0.0,-0.0014958448753462604
2020-11-28 06:40:00,11909.5,12315.0,0.25,0.28,0.11,0.02,0.01,1,0,11909.5,-405.5,0.0,0.0,0.0,-0.0014958448753462604
2020-11-28 07:00:00,10779.5,15887.5,0.25,0.28,0.11,0.02,0.01,1,0,10779.5,-5108.0,0.0,0.0,0.0,0.12691248845798705
2020-11-28 07:20:00,12225.5,12936.0,0.25,0.28,0.11,0.02,0.01,1,0,12225.5,-710.5,0.0,0.0,0.0,1.7444458217913201
2020-11-28 07:40:00,22881.0,19912.5,0.25,0.28,0.11,0.02,0.01,1,0,22881.0,0.0,2968.5,0.0,0.0,1.9694374884579868
2020-11-28 08:00:00,23007.5,21812.5,0.25,0.28,0.11,0.02,0.01,1,0,23007.5,0.0,1195.0,0.0,0.0,0.9278585410895657
2020-11-28 08:20:00,15766.5,18680.0,0.25,0.28,0.11,0.02,0.01,1,0,15766.5,-2913.5,0.0,0.0,0.0,0.5085602954755306
2020-11-28 08:40:00,16150.0,20977.5,0.25,0.28,0.11,0.02,0.01,1,0,16150.0,-4827.5,0.0,0.0,0.0,1.4311686288088639
2020-11-28 09:00:00,25169.5,21862.5,0.25,0.21,0.11,0.02,0.01,1,0,25169.5,0.0,3307.0,0.0,0.0,2.959876962142197
2020-11-28 09:20:00,25075.0,26520.0,0.25,0.21,0.11,0.02,0.01,1,0,25075.0,-1445.0,0.0,0.0,0.0,1.7995260849492147
2020-11-28 09:40:00,23607.5,25770.0,0.25,0.21,0.11,0.02,0.01,1,0,23607.5,-2162.5,0.0,0.0,0.0,2.257109418282548
2020-11-28 10:00:00,25165.5,23277.5,0.25,0.21,0.11,0.02,0.01,1,0,25165.5,0.0,1888.0,0.0,0.0,2.9419010849492144
2020-11-28 10:20:00,26220.5,24637.5,0.25,0.21,0.11,0.02,0.01,1,0,26220.5,0.0,1583.0,0.0,0.0,2.279444944598337
2020-11-28 10:40:00,26094.0,28982.5,0.25,0.21,0.11,0.02,0.01,1,0,26094.0,-2888.5,0.0,0.0,0.0,1.724006348107109
2020-11-28 11:00:00,26086.0,28480.0,0.25,0.21,0.11,0.02,0.01,1,0,26086.0,-2394.0,0.0,0.0,0.0,2.6386980147737757
2020-11-28 11:20:00,26663.0,27992.5,0.25,0.21,0.11,0.02,0.01,1,0,26663.0,-1329.5,0.0,0.0,0.0,3.3967980147737755
2020-11-28 11:40:00,25390.5,27957.5,0.25,0.21,0.11,0.02,0.01,1,0,25390.5,-2567.0,0.0,0.0,0.0,3.817806348107109
2020-11-28 12:00:00,26898.5,28385.0,0.25,0.21,0.11,0.02,0.01,1,0,26898.5,-1486.5,0.0,0.0,0.0,4.630689681440442
2020-11-28 12:20:00,25597.0,27982.5,0.25,0.21,0.11,0.02,0.01,1,0,25597.0,-2385.5,0.0,0.0,0.0,5.101414681440442
2020-11-28 12:40:00,28246.0,27505.0,0.25,0.21,0.11,0.02,0.01,1,0,28246.0,0.0,741.0,0.0,0.0,5.856823014773775
2020-11-28 13:00:00,26619.0,26562.5,0.25,0.21,0.11,0.02,0.01,1,0,26619.0,0.0,56.5,0.0,0.0,5.596823014773776
2020-11-28 13:20:00,34224.5,24697.5,0.25,0.21,0.11,0.02,0.01,1,0,34224.5,0.0,7500.0,2027.0,0.0,5.576998453370267
2020-11-28 13:40:00,42254.0,21870.0,0.25,0.21,0.11,0.02,0.01,1,0,42254.0,0.0,7500.0,12884.0,0.0,2.945419506001846
2020-11-28 14:00:00,43002.0,21562.5,0.25,0.21,0.11,0.02,0.01,1,0,43002.0,0.0,941.5216759002742,20497.978324099728,0.0,0.31384055863342475
2020-11-28 14:20:00,42192.5,11917.5,0.25,0.21,0.11,0.02,0.01,1,0,42192.5,0.0,0.0,30275.0,0.0,-0.016517924138601314
2020-11-28 14:40:00,32908.25,10132.25,0.25,0.21,0.11,0.02,0.01,1,0,32908.25,0.0,0.0,22776.0,0.0,-0.016517924138601314
2020-11-28 15:00:00,28042.75,7205.25,0.25,0.21,0.11,0.02,0.01,1,0,28042.75,0.0,0.0,20837.5,0.0,-0.016517924138601314
2020-11-28 15:20:00,28081.5,8985.0,0.25,0.21,0.11,0.02,0.01,1,0,28081.5,0.0,0.0,19096.5,0.0,-0.016517924138601314
2020-11-28 15:40:00,29614.0,8463.0,0.25,0.21,0.11,0.02,0.01,1,0,29614.0,0.0,0.0,21151.0,0.0,-0.016517924138601314
2020-11-28 16:00:00,28731.75,6970.25,0.25,0.21,0.11,0.02,0.01,1,0,28731.75,0.0,0.0,21761.5,0.0,-0.016517924138601314
2020-11-28 16:20:00,41113.25,5112.75,0.25,0.21,0.11,0.02,0.01,1,0,41113.25,0.0,0.0,36000.5,0.0,-0.016517924138601314
2020-11-28 16:40:00,35797.0,3377.0,0.25,0.21,0.11,0.02,0.01,1,0,35797.0,0.0,0.0,32420.0,0.0,-0.016517924138601314
2020-11-28 17:00:00,30722.250000000004,2715.75,0.25,0.28,0.11,0.02,0.01,1,0,30722.250000000004,0.0,0.0,28006.500000000004,0.0,-0.016517924138601314
2020-11-28 17:20:00,33675.5,1923.5,0.25,0.28,0.11,0.02,0.01,1,0,33675.5,0.0,0.0,31752.0,0.0,-0.016517924138601314
2020-11-28 17:40:00,35203.125,992.625,0.25,0.28,0.11,0.02,0.01,1,0,35203.125,0.0,0.0,34210.5,0.0,-0.016517924138601314
2020-11-28 18:00:00,31760.775,421.275,0.25,0.28,0.11,0.02,0.01,1,0,31760.775,0.0,0.0,31339.5,0.0,-0.016517924138601314
2020-11-28 18:20:00,29626.6,69.1,0.25,0.28,0.11,0.02,0.01,1,0,29626.6,0.0,0.0,29557.5,0.0,-0.016517924138601314
2020-11-28 18:40:00,27346.299999999996,-90.7,0.25,0.28,0.11,0.02,0.01,1,0,27346.299999999996,0.0,0.0,27436.999999999996,0.0,-0.016517924138601314
2020-11-28 19:00:00,26785.500000000004,0.0,0.25,0.28,0.11,0.02,0.01,1,0,26785.500000000004,0.0,0.0,26785.500000000004,0.0,-0.016517924138601314
2020-11-28 19:20:00,21852.5,0.0,0.25,0.28,0.11,0.02,0.01,1,0,21852.5,0.0,0.0,21852.5,0.0,-0.016517924138601314
2020-11-28 19:40:00,16828.0,0.0,0.25,0.28,0.11,0.02,0.01,1,0,16828.0,0.0,0.0,16828.0,0.0,-0.016517924138601314
2020-11-28 20:00:00,18602.0,0.0,0.25,0.21,0.11,0.02,0.01,1,0,18602.0,0.0,0.0,18602.0,0.0,-0.016517924138601314
2020-11-28 20:20:00,17298.500000000004,0.0,0.25,0.21,0.11,0.02,0.01,1,0,17298.500000000004,0.0,0.0,17298.500000000004,0.0,-0.016517924138601314
2020-11-28 20:40:00,16647.0,0.0,0.25,0.21,0.11,0.02,0.01,1,0,16647.0,0.0,0.0,16647.0,0.0,-0.016517924138601314
2020-11-28 21:00:00,16960.0,0.0,0.25,0.21,0.11,0.02,0.01,1,0,16960.0,0.0,0.0,16960.0,0.0,-0.016517924138601314
2020-11-28 21:20:00,16828.5,0.0,0.25,0.21,0.11,0.02,0.01,1,0,16828.5,0.0,0.0,16828.5,0.0,-0.016517924138601314
2020-11-28 21:40:00,16737.5,0.0,0.25,0.21,0.11,0.02,0.01,1,0,16737.5,0.0,0.0,16737.5,0.0,-0.016517924138601314
2020-11-28 22:00:00,15541.500000000002,0.0,0.25,0.16,0.11,0.02,0.01,1,0,15541.500000000002,0.0,0.0,15541.500000000002,0.0,-0.016517924138601314
2020-11-28 22:20:00,16143.499999999998,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16143.499999999998,0.0,0.0,16143.499999999998,0.0,-0.016517924138601314
2020-11-28 22:40:00,15797.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,15797.0,0.0,0.0,15797.0,0.0,-0.016517924138601314
2020-11-28 23:00:00,15714.5,0.0,0.25,0.16,0.11,0.02,0.01,1,0,15714.5,0.0,0.0,15714.5,0.0,-0.016517924138601314
2020-11-28 23:20:00,17026.5,0.0,0.25,0.16,0.11,0.02,0.01,1,0,17026.5,0.0,0.0,17026.5,0.0,-0.016517924138601314
2020-11-28 23:40:00,16382.5,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16382.5,0.0,0.0,16382.5,0.0,-0.016517924138601314
2020-11-29 00:00:00,16465.5,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16465.5,0.0,0.0,16465.5,0.0,-0.016517924138601314
2020-11-29 00:20:00,16061.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16061.0,0.0,0.0,16061.0,0.0,-0.016517924138601314
2020-11-29 00:40:00,16391.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16391.0,0.0,0.0,16391.0,0.0,-0.016517924138601314
2020-11-29 01:00:00,16069.5,0.0,0.25,0.16,0.11,0.02,0.01,1,0,16069.5,0.0,0.0,16069.5,0.0,-0.016517924138601314
2020-11-29 01:20:00,15359.499999999996,0.0,0.25,0.16,0.11,0.02,0.01,1,0,15359.499999999996,0.0,0.0,15359.499999999996,0.0,-0.016517924138601314
2020-11-29 01:40:00,15673.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,15673.0,0.0,0.0,15673.0,0.0,-0.016517924138601314
2020-11-29 02:00:00,17579.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,17579.0,0.0,0.0,17579.0,0.0,-0.016517924138601314
2020-11-29 02:20:00,15294.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,15294.0,0.0,0.0,15294.0,0.0,-0.016517924138601314
2020-11-29 02:40:00,14947.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,14947.0,0.0,0.0,14947.0,0.0,-0.016517924138601314
2020-11-29 03:00:00,15928.999999999998,0.0,0.25,0.16,0.11,0.02,0.01,1,0,15928.999999999998,0.0,0.0,15928.999999999998,0.0,-0.016517924138601314
2020-11-29 03:20:00,14840.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,14840.0,0.0,0.0,14840.0,0.0,-0.016517924138601314
2020-11-29 03:40:00,14782.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,14782.0,0.0,0.0,14782.0,0.0,-0.016517924138601314
