,t_ext,ghi,t_bed,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,mode_2,set_point,sp_soft,heat_gains,load_sim,load1,heat_gains0,load,cop,cool_cap,p_im,p_ex,p_ch,p_ch_p,p_ch_g,p_dis,soc,phi_h_heat,phi_h_cool,p_hvac,T_i,T_w
2021-01-10 00:00:00,17.98447513415296,0.0,27.14,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,330.5,3.7144045748643446,-11.208889223876552,4.547473508864641e-13,-2381.9000000000015,0.0,0.0,0.0,2712.400000000001,13.314601202799958,,0.0,0.0,24.0,23.0
2021-01-10 00:20:00,17.88771143198658,0.0,27.04,0.5,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,331.25,3.7212001514336293,-11.234257901907371,1.1368683772161603e-12,0.0,0.0,0.0,0.0,330.74999999999886,12.499383811495612,,0.0,0.0,24.02148949795046,22.96741210339304
2021-01-10 00:40:00,17.73875465805522,0.0,26.92,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,329.75,3.731661172871437,-11.27331011212435,5.684341886080802e-14,7.560174708487466e-12,0.0,0.0,0.0,329.7499999999924,11.686631174208832,,0.0,0.0,24.039723508828217,22.934302050151295
2021-01-10 01:00:00,17.65079847864923,0.0,26.810000000000002,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,333.0,3.737838209699435,-11.296369709330904,0.0,-7.44648787076585e-12,0.0,0.0,0.0,333.00000000000745,10.865868086364982,,0.0,0.0,24.054893021401032,22.90113968674078
2021-01-10 01:20:00,17.609016391720886,0.0,26.705,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,328.5,3.7407725059757166,-11.307323778749602,0.0,-2.8421709430404007e-13,0.0,0.0,0.0,328.5000000000003,10.05619639160012,,0.0,0.0,24.06719825774816,22.868270858837764
2021-01-10 01:40:00,17.646317078929904,0.0,26.59,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,332.75,3.7381529319997235,-11.297544604297315,0.0,-8.01492205937393e-12,0.0,0.0,0.0,332.750000000008,9.236049492260653,,0.0,0.0,24.076863531688172,22.836299844235686
2021-01-10 02:00:00,17.62839360596475,0.0,26.474999999999998,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,330.25,3.739411671901105,-11.302243626809553,5.684341886080802e-14,7.73070496506989e-12,0.0,0.0,0.0,330.2499999999922,8.4220644779651,,0.0,0.0,24.084071531975514,22.80475284007536
2021-01-10 02:20:00,17.677567488704447,0.0,26.36,0.25,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,328.75,3.7359582603646997,-11.289351639723282,-1.7053025658242404e-13,0.0,0.0,0.0,0.0,328.50000000000017,7.612392783200236,,0.0,0.0,24.089024450558586,22.77413963382576
2021-01-10 02:40:00,17.742513319915815,0.0,26.259999999999998,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,336.75,3.731397207418484,-11.272324698374838,0.0,1.7053025658242404e-13,0.0,0.0,0.0,336.74999999999983,6.782386867790595,,0.0,0.0,24.091918049883073,22.74455458473477
2021-01-10 03:00:00,17.778019192479956,0.0,26.16,0.25,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,331.0,3.72890368071098,-11.26301607304202,0.0,-7.44648787076585e-12,0.0,0.0,0.0,330.75000000000745,5.967169476486228,,0.0,0.0,24.092920561779184,22.71573172426426
2021-01-10 03:20:00,17.78644296672946,0.0,26.054999999999996,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,324.75,3.7283120910794008,-11.260807600113068,0.0,7.275957614183426e-12,0.0,0.0,0.0,324.7499999999927,5.166740609287193,,0.0,0.0,24.092175769858496,22.68742924982092
2021-01-10 03:40:00,17.76073699742332,0.0,25.97,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,332.5,3.730117384580957,-11.26754697080887,5.684341886080802e-14,6.934897101018578e-12,0.0,0.0,0.0,332.499999999993,4.347209898452151,,0.0,0.0,24.089801405367908,22.659354006583854
2021-01-10 04:00:00,17.80043990345942,0.0,25.88,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,333.0,3.7273291062084795,-11.257138003214951,5.684341886080802e-14,3.410605131648481e-13,0.0,0.0,0.0,332.9999999999996,3.526446810608319,,0.0,0.0,24.08593832477285,22.63201157146623
