Date,load,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,p_load,p_ch,p_dis,p_im,p_ex,soc
2020-11-26 00:00:00,23490.95,0.0,0.25,0.16,0.11,0.02,0.01,1,0,23490.95,0.0,6783.0,16707.95,0.0,2.261
2020-11-26 00:20:00,23085.475,0.0,0.25,0.16,0.11,0.02,0.01,1,0,23085.475,0.0,0.0,23085.475,0.0,-0.11900000000000022
2020-11-26 00:40:00,22923.975,0.0,0.25,0.16,0.11,0.02,0.01,1,0,22923.975,0.0,0.0,22923.975,0.0,-0.11900000000000022
2020-11-26 01:00:00,23122.725,0.0,0.25,0.16,0.11,0.02,0.01,1,0,23122.725,0.0,0.0,23122.725,0.0,-0.11900000000000022
2020-11-26 01:20:00,23509.875,0.0,0.25,0.16,0.11,0.02,0.01,1,0,23509.875,0.0,0.0,23509.875,0.0,-0.11900000000000022
2020-11-26 01:40:00,23367.225000000002,0.0,0.25,0.16,0.11,0.02,0.01,1,0,23367.225000000002,0.0,0.0,23367.225000000002,0.0,-0.11900000000000022
2020-11-26 02:00:00,23179.025,0.0,0.25,0.16,0.11,0.02,0.01,1,0,23179.025,0.0,0.0,23179.025,0.0,-0.11900000000000022
2020-11-26 02:20:00,22820.875,0.0,0.25,0.16,0.11,0.02,0.01,1,0,22820.875,0.0,0.0,22820.875,0.0,-0.11900000000000022
2020-11-26 02:40:00,23057.625,0.0,0.25,0.16,0.11,0.02,0.01,1,0,23057.625,0.0,0.0,23057.625,0.0,-0.11900000000000022
2020-11-26 03:00:00,22966.975,0.0,0.25,0.16,0.11,0.02,0.01,1,0,22966.975,0.0,0.0,22966.975,0.0,-0.11900000000000022
2020-11-26 03:20:00,22039.25,0.0,0.25,0.16,0.11,0.02,0.01,1,0,22039.25,0.0,0.0,22039.25,0.0,-0.11900000000000022
2020-11-26 03:40:00,22039.15,0.0,0.25,0.16,0.11,0.02,0.01,1,0,22039.15,0.0,0.0,22039.15,0.0,-0.11900000000000022
2020-11-26 04:00:00,21870.5,0.0,0.25,0.16,0.11,0.02,0.01,1,0,21870.5,0.0,0.0,21870.5,0.0,-0.11900000000000022
2020-11-26 04:20:00,22315.75,0.0,0.25,0.16,0.11,0.02,0.01,1,0,22315.75,0.0,0.0,22315.75,0.0,-0.11900000000000022
2020-11-26 04:40:00,23072.85,86.82499999999999,0.25,0.16,0.11,0.02,0.01,1,0,23072.85,0.0,0.0,22986.024999999998,0.0,-0.11900000000000022
2020-11-26 05:00:00,24494.600000000002,578.475,0.25,0.16,0.11,0.02,0.01,1,0,24494.600000000002,0.0,0.0,23916.125000000004,0.0,-0.11900000000000022
2020-11-26 05:20:00,24330.375,1711.925,0.25,0.16,0.11,0.02,0.01,1,0,24330.375,0.0,0.0,22618.45,0.0,-0.11900000000000022
2020-11-26 05:40:00,22671.85,3693.5,0.25,0.16,0.11,0.02,0.01,1,0,22671.85,0.0,0.0,18978.35,0.0,-0.11900000000000022
