,t_ext,ghi,t_bed,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,mode_2,set_point,sp_soft,heat_gains,load_sim,load1,heat_gains0,load,cop,cool_cap,p_im,p_ex,p_ch,p_ch_p,p_ch_g,p_dis,soc,phi_h_heat,phi_h_cool,p_hvac,T_i,T_w
2020-11-28 00:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,27605.024999999994,,,27605.024999999994,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-28 00:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,25947.225,,,25947.225,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-28 00:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,25089.999999999996,,,25089.999999999996,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-28 01:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,24998.2,,,24998.2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-28 01:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,24816.075000000004,,,24816.075000000004,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-28 01:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,25693.449999999997,,,25693.449999999997,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-28 02:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,24395.725,,,24395.725,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-28 02:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,25163.200000000004,,,25163.200000000004,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-28 02:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,24662.474999999995,,,24662.474999999995,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-28 03:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,24186.8,,,24186.8,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-28 03:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,25204.749999999996,,,25204.749999999996,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-28 03:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,23689.75,,,23689.75,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-28 04:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,26508.674999999996,,,26508.674999999996,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-28 04:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,24603.25,,,24603.25,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
2020-11-28 04:40:00,,,,99.95,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,23661.475,,,23661.475,0.0,-99.95,-99.95,0.0,0.0,20.23797619047619,,,,,
2020-11-28 05:00:00,,,,614.85,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,24722.35,,,24722.35,0.0,-614.85,-614.85,0.0,0.0,21.70190476190476,,,,,
2020-11-28 05:20:00,,,,1789.5,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,23233.1,,,23233.1,0.0,-1789.5,-1789.5,0.0,0.0,25.962619047619047,,,,,
2020-11-28 05:40:00,,,,3918.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,24093.725,,,24093.725,0.0,-3918.0,-3918.0,0.0,0.0,35.29119047619047,,,,,
2020-11-28 06:00:00,,,,6535.25,0.25,0.28,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,21165.85,,,21165.85,0.0,-6535.25,-6535.25,0.0,0.0,50.85130952380952,,,,,
2020-11-28 06:20:00,,,,8683.0,0.25,0.28,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,21028.200000000004,,,19845.200000000004,0.0,-7500.0,-7500.0,0.0,0.0,68.70845238095237,,,,,
2020-11-28 06:40:00,,,,12237.5,0.25,0.28,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,20834.25,,,16096.75,0.0,-7500.0,-7500.0,0.0,0.0,86.56559523809523,,,,,
2020-11-28 07:00:00,,,,15812.5,0.25,0.28,0.11,0.02,0.01,1.0,0.0,0.0,,,,,,,19866.75,,,9696.700000000004,0.0,-5642.450000000005,-5642.450000000005,0.0,0.0,100.0,,,,,
