Date,SB_Va,SB_Vb,SB_Vc,IF_Vc,DR_Va,Delta_P
2020-11-16 00:00:00,0.004264543706483,-0.001474970987914,-0.005593543933287,-0.126585050697855,0.044574304983911,200
2020-11-16 00:05:00,0.004236155077166,-0.001464577743548,-0.005557345029359,-0.125749411097672,0.04427576967052,198.606271777004
2020-11-16 00:10:00,0.004207749126749,-0.001454185986915,-0.005521109917765,-0.124913167736707,0.043977077407789,197.212543554007
2020-11-16 00:15:00,0.004179325828716,-0.001443795720832,-0.00548483854476,-0.124076319672128,0.043678227950636,195.818815331011
2020-11-16 00:20:00,0.004150885157713,-0.001433406947257,-0.005448530854835,-0.123238865958029,0.043379221052618,194.425087108015
2020-11-16 00:25:00,0.004122427087196,-0.001423019669033,-0.00541218679345,-0.122400805645952,0.043080056467346,193.031358885017
2020-11-16 00:30:00,0.004093951591273,-0.001412633888464,-0.005375806305523,-0.121562137786839,0.042780733946188,191.63763066202
2020-11-16 00:35:00,0.004065458643709,-0.00140224960785,-0.005339389335774,-0.120722861426657,0.042481253241988,190.243902439024
2020-11-16 00:40:00,0.004036948218612,-0.001391866829437,-0.00530293582861,-0.119882975611489,0.042181614105431,188.850174216028
2020-11-16 00:45:00,0.004008420289239,-0.001381485555953,-0.005266445729035,-0.11904247938341,0.041881816287486,187.456445993032
2020-11-16 00:50:00,0.003979874829327,-0.001371105789787,-0.005229918981286,-0.118201371782902,0.041581859538127,186.062717770035
2020-11-16 00:55:00,0.003951311812443,-0.001360727533466,-0.005193355529798,-0.11735965184829,0.041281743606476,184.668989547039
2020-11-16 01:00:00,0.003922731212356,-0.001350350788954,-0.005156755318154,-0.11651731861474,0.040981468241739,183.275261324043
2020-11-16 01:05:00,0.003894133002262,-0.001339975559233,-0.005120118290932,-0.115674371115517,0.040681033191476,181.881533101045
2020-11-16 01:10:00,0.003865517155674,-0.001329601846464,-0.005083444391744,-0.114830808381754,0.040380438203471,180.487804878048
2020-11-16 01:15:00,0.003836883645818,-0.001319229653006,-0.005046733564257,-0.113986629441229,0.040079683024885,179.094076655052
2020-11-16 01:20:00,0.003808232445778,-0.00130885898173,-0.005009985752309,-0.113141833320896,0.039778767401145,177.700348432056
2020-11-16 01:25:00,0.003779563529122,-0.001298489834682,-0.004973200899116,-0.112296419043901,0.039477691078901,176.306620209059
2020-11-16 01:30:00,0.003750876868622,-0.001288122214646,-0.004936378948088,-0.111450385631372,0.039176453802242,174.912891986063
2020-11-16 01:35:00,0.003722172437563,-0.001277756123784,-0.004899519842439,-0.110603732102447,0.038875055315572,173.519163763067
2020-11-16 01:40:00,0.003693450208743,-0.001267391564852,-0.004862623525099,-0.109756457473424,0.038573495363124,172.125435540071
2020-11-16 01:45:00,0.003664710155164,-0.001257028540209,-0.004825689939196,-0.108908560758152,0.038271773687484,170.731707317073
2020-11-16 01:50:00,0.003635952249709,-0.001246667052271,-0.004788719027118,-0.108060040968496,0.037969890030553,169.337979094076
2020-11-16 01:55:00,0.003607176464783,-0.001236307103909,-0.00475171073191,-0.107210897112793,0.03766784413537,167.94425087108
2020-11-16 02:00:00,0.003578382773867,-0.001225948696998,-0.004714664995703,-0.106361128198671,0.037365635741594,166.550522648084
2020-11-16 02:05:00,0.003549571148881,-0.001215591834438,-0.004677581760916,-0.105510733229323,0.037063264590898,165.156794425087
2020-11-16 02:10:00,0.003520741562596,-0.001205236518842,-0.004640460970023,-0.104659711206864,0.036760730422174,163.763066202091
2020-11-16 02:15:00,0.003491893987729,-0.001194882752259,-0.004603302564561,-0.103808061130792,0.036458032974423,162.369337979094
2020-11-16 02:20:00,0.003463028396425,-0.001184530537756,-0.004566106487005,-0.102955781997395,0.036155171986621,160.975609756098
2020-11-16 02:25:00,0.003434144761457,-0.00117417987741,-0.004528872678662,-0.102102872800913,0.035852147196721,159.581881533101
2020-11-16 02:30:00,0.003405243054715,-0.001163830773947,-0.004491601081298,-0.10124933253303,0.035548958341167,158.188153310105
2020-11-16 02:35:00,0.003376323248347,-0.00115348323007,-0.004454291636733,-0.100395160183183,0.035245605157257,156.794425087108
2020-11-16 02:40:00,0.003347385315152,-0.001143137247936,-0.00441694428568,-0.099540354738082,0.034942087379932,155.400696864112
2020-11-16 02:45:00,0.003318429226596,-0.001132792830333,-0.00437955896993,-0.098684915181622,0.034638404744811,154.006968641115
2020-11-16 02:50:00,0.003289454954768,-0.00112244997996,-0.004342135630282,-0.097828840495737,0.034334556986522,152.613240418119
2020-11-16 02:55:00,0.003260462471957,-0.001112108699061,-0.004304674207617,-0.096972129659321,0.034030543838327,151.219512195122
2020-11-16 03:00:00,0.003231451749599,-0.001101768990338,-0.004267174642735,-0.096114781648538,0.033726365034085,149.825783972125
2020-11-16 03:05:00,0.003202422759955,-0.001091430856377,-0.004229636876119,-0.095256795438218,0.033422020305352,148.432055749129
2020-11-16 03:10:00,0.00317337547429,-0.001081094299934,-0.004192060848709,-0.094398169999352,0.033117509384454,147.038327526133
2020-11-16 03:15:00,0.003144309864808,-0.001070759323028,-0.004154446500024,-0.093538904300687,0.032812832002208,145.644599303136
2020-11-16 03:20:00,0.003115225902661,-0.001060425928813,-0.004116793770947,-0.092678997308411,0.032507987889346,144.250871080139
2020-11-16 03:25:00,0.003086123559513,-0.001050094119677,-0.004079102601224,-0.091818447986526,0.032202976775494,142.857142857143
2020-11-16 03:30:00,0.003057002806997,-0.00103976389795,-0.004041372930658,-0.090957255296019,0.031897798389281,141.463414634147
