Time,load,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,p_load,p_ch,p_dis,p_im,p_ex,soc
2020-11-29 00:00:00,38148.175,0.0,0.25,0.16,0.11,0.02,0.01,1,0,38148.175,0.0,7500.0,30648.175000000003,0.0,2.66
2020-11-29 00:20:00,37406.75,0.0,0.25,0.16,0.11,0.02,0.01,1,0,37406.75,0.0,85.26315789473671,37321.48684210526,0.0,0.028421052631578902
2020-11-29 00:40:00,37754.5,0.0,0.25,0.16,0.11,0.02,0.01,1,0,37754.5,0.0,0.0,37754.5,0.0,-0.0014958448753462604
2020-11-29 01:00:00,39271.825,0.0,0.25,0.16,0.11,0.02,0.01,1,0,39271.825,0.0,0.0,39271.825,0.0,-0.0014958448753462604
2020-11-29 01:20:00,37687.350000000006,0.0,0.25,0.16,0.11,0.02,0.01,1,0,37687.350000000006,0.0,0.0,37687.350000000006,0.0,-0.0014958448753462604
2020-11-29 01:40:00,37936.1,0.0,0.25,0.16,0.11,0.02,0.01,1,0,37936.1,0.0,0.0,37936.1,0.0,-0.0014958448753462604
2020-11-29 02:00:00,38536.55,0.0,0.25,0.16,0.11,0.02,0.01,1,0,38536.55,0.0,0.0,38536.55,0.0,-0.0014958448753462604
2020-11-29 02:20:00,38181.6,0.0,0.25,0.16,0.11,0.02,0.01,1,0,38181.6,0.0,0.0,38181.6,0.0,-0.0014958448753462604
2020-11-29 02:40:00,37227.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,37227.0,0.0,0.0,37227.0,0.0,-0.0014958448753462604
2020-11-29 03:00:00,37510.875,0.0,0.25,0.16,0.11,0.02,0.01,1,0,37510.875,0.0,0.0,37510.875,0.0,-0.0014958448753462604
2020-11-29 03:20:00,37884.125,0.0,0.25,0.16,0.11,0.02,0.01,1,0,37884.125,0.0,0.0,37884.125,0.0,-0.0014958448753462604
2020-11-29 03:40:00,36417.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,36417.0,0.0,0.0,36417.0,0.0,-0.0014958448753462604
2020-11-29 04:00:00,37022.1,0.0,0.25,0.16,0.11,0.02,0.01,1,0,37022.1,0.0,0.0,37022.1,0.0,-0.0014958448753462604
2020-11-29 04:20:00,36429.175,0.0,0.25,0.16,0.11,0.02,0.01,1,0,36429.175,0.0,0.0,36429.175,0.0,-0.0014958448753462604
2020-11-29 04:40:00,36875.575,22.95,0.25,0.16,0.11,0.02,0.01,1,0,36875.575,0.0,0.0,36852.625,0.0,-0.0014958448753462604
2020-11-29 05:00:00,36503.7,543.15,0.25,0.16,0.11,0.02,0.01,1,0,36503.7,0.0,0.0,35960.549999999996,0.0,-0.0014958448753462604
2020-11-29 05:20:00,35511.25,937.25,0.25,0.16,0.11,0.02,0.01,1,0,35511.25,0.0,0.0,34574.0,0.0,-0.0014958448753462604
2020-11-29 05:40:00,35891.25,1325.0,0.25,0.16,0.11,0.02,0.01,1,0,35891.25,0.0,0.0,34566.25,0.0,-0.0014958448753462604
