,load,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,p_load,p_ch,p_dis,p_im,p_ex,soc
2020-11-03 00:00:00,10418.75,0.0,0.25,0.16,0.11,0.02,0.01,1,0,10418.75,0.0,7500.0,2918.75,0.0,2.66
2020-11-03 00:20:00,10546.75,0.0,0.25,0.16,0.11,0.02,0.01,1,0,10546.75,0.0,85.26315789473671,10461.486842105263,0.0,0.028421052631578902
2020-11-03 00:40:00,10582.5,0.0,0.25,0.16,0.11,0.02,0.01,1,0,10582.5,0.0,0.0,10582.5,0.0,-0.0014958448753462604
2020-11-03 01:00:00,10818.25,0.0,0.25,0.16,0.11,0.02,0.01,1,0,10818.25,0.0,0.0,10818.25,0.0,-0.0014958448753462604
2020-11-03 01:20:00,10652.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,10652.0,0.0,0.0,10652.0,0.0,-0.0014958448753462604
2020-11-03 01:40:00,10407.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,10407.0,0.0,0.0,10407.0,0.0,-0.0014958448753462604
2020-11-03 02:00:00,10559.5,0.0,0.25,0.16,0.11,0.02,0.01,1,0,10559.5,0.0,0.0,10559.5,0.0,-0.0014958448753462604
2020-11-03 02:20:00,10594.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,10594.0,0.0,0.0,10594.0,0.0,-0.0014958448753462604
2020-11-03 02:40:00,10412.5,0.0,0.25,0.16,0.11,0.02,0.01,1,0,10412.5,0.0,0.0,10412.5,0.0,-0.0014958448753462604
2020-11-03 03:00:00,10668.75,0.0,0.25,0.16,0.11,0.02,0.01,1,0,10668.75,0.0,0.0,10668.75,0.0,-0.0014958448753462604
2020-11-03 03:20:00,10344.25,0.0,0.25,0.16,0.11,0.02,0.01,1,0,10344.25,0.0,0.0,10344.25,0.0,-0.0014958448753462604
2020-11-03 03:40:00,10225.25,0.0,0.25,0.16,0.11,0.02,0.01,1,0,10225.25,0.0,0.0,10225.25,0.0,-0.0014958448753462604
2020-11-03 04:00:00,10450.5,0.0,0.25,0.16,0.11,0.02,0.01,1,0,10450.5,0.0,0.0,10450.5,0.0,-0.0014958448753462604
2020-11-03 04:20:00,10330.25,0.0,0.25,0.16,0.11,0.02,0.01,1,0,10330.25,0.0,0.0,10330.25,0.0,-0.0014958448753462604
2020-11-03 04:40:00,10282.275,-0.475,0.25,0.16,0.11,0.02,0.01,1,0,10282.275,0.0,0.0,10282.75,0.0,-0.0014958448753462604
2020-11-03 05:00:00,10506.425,233.175,0.25,0.16,0.11,0.02,0.01,1,0,10506.425,0.0,0.0,10273.25,0.0,-0.0014958448753462604
2020-11-03 05:20:00,10091.6,1059.35,0.25,0.16,0.11,0.02,0.01,1,0,10091.6,0.0,0.0,9032.25,0.0,-0.0014958448753462604
2020-11-03 05:40:00,9809.25,3239.75,0.25,0.16,0.11,0.02,0.01,1,0,9809.25,0.0,0.0,6569.5,0.0,-0.0014958448753462604
2020-11-03 06:00:00,10521.25,5959.75,0.25,0.28,0.11,0.02,0.01,1,0,10521.25,0.0,0.0,4561.5,0.0,-0.0014958448753462604
2020-11-03 06:20:00,9853.25,8733.25,0.25,0.28,0.11,0.02,0.01,1,0,9853.25,0.0,0.0,1120.0,0.0,-0.0014958448753462604
2020-11-03 06:40:00,12179.75,11625.0,0.25,0.28,0.11,0.02,0.01,1,0,12179.75,0.0,0.0,554.75,0.0,-0.0014958448753462604
2020-11-03 07:00:00,13083.0,14490.0,0.25,0.28,0.11,0.02,0.01,0,1,13083.0,-1407.0,0.0,0.0,0.0,-0.0014958448753462604
