,t_ext,ghi,t_bed,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,mode_2,set_point,sp_soft,heat_gains,load_sim,load1,heat_gains0,load,cop,cool_cap,t_high,t_low,T_i,T_w,phi_h_cool,p_hvac,p_load,p_ch,p_dis,p_im,p_ex,soc,cost,payment
2020-11-26 00:00:00,18.956932598001135,0.0,27.01,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,330.5,3.6,-7.0,25.5,24.5,24.0,23.0,0.0,-0.0,330.5,0.0,330.5,0.0,0.0,20.0,0.0,0.0
2020-11-26 00:20:00,19.127569138183443,0.0,26.925000000000004,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,331.25,3.6,-7.0,25.5,24.5,24.034129282322837,22.976919601885232,0.0,-0.0,331.25,0.0,331.25,0.0,0.0,18.682216905901118,0.0,0.0
2020-11-26 00:40:00,19.188581479642707,0.0,26.865000000000002,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,329.75,3.6,-7.0,25.5,24.5,24.06739842132618,22.955742377605585,0.0,-0.0,329.75,0.0,329.75,0.0,0.0,17.361443381180226,0.0,0.0
2020-11-26 01:00:00,19.161548739493483,0.0,26.81,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,333.0,3.6,-7.0,25.5,24.5,24.099848963279328,22.93560147990764,0.0,-0.0,333.0,0.0,333.0,0.0,0.0,16.04665071770335,0.0,0.0
2020-11-26 01:20:00,19.121088554313275,0.0,26.735,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,328.5,3.6,-7.0,25.5,24.5,24.13150879682207,22.915807194610185,0.0,-0.0,328.5,0.0,328.5,0.0,0.0,14.718899521531103,0.0,0.0
2020-11-26 01:40:00,19.030570507743203,0.0,26.674999999999997,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,332.75,3.6,-7.0,25.5,24.5,24.162395021488795,22.896246425123227,0.0,-0.0,332.75,0.0,332.75,0.0,0.0,13.40909090909091,0.0,0.0
2020-11-26 02:00:00,18.911237827604083,0.0,26.61,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,330.25,3.6,-7.0,25.5,24.5,24.192522779324765,22.876530093687446,0.0,-0.0,330.25,0.0,330.25,0.0,0.0,12.082336523125997,0.0,0.0
2020-11-26 02:20:00,18.784523487165096,0.0,26.549999999999997,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,328.75,3.6,-7.0,25.5,24.5,24.221901134960348,22.85643626040534,0.0,-0.0,328.75,0.0,328.75,0.0,0.0,10.76555023923445,0.0,0.0
2020-11-26 02:40:00,18.688102314976202,0.0,26.485000000000003,0.0475,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,336.75,3.6,-7.0,25.5,24.5,24.250535679889893,22.835908980944655,0.0,-0.0,336.75,0.0,336.7025,0.0,0.0,9.454744816586922,0.0,0.0
2020-11-26 03:00:00,18.57484074389209,0.0,26.43,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,0.0,25.0,10.0,0.5,300.0,500.0,0.0,331.0,3.6,-7.0,25.5,24.5,24.27843108042115,22.81517894988561,0.0,-0.0,331.0,0.0,331.0,0.0,0.0,8.11223086124402,0.0,0.0
