,t_ext,ghi,t_bed,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,mode_2,set_point,sp_soft,heat_gains,load_sim,load1,heat_gains0,load,cop,cool_cap,p_im,p_ex,p_ch,p_ch_p,p_ch_g,p_dis,soc,phi_h_heat,phi_h_cool,p_hvac,T_i,T_w
2020-11-26 00:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,23490.95,,,15990.95,0.0,0.0,0.0,0.0,7500.0,0.21369212504946944,,,,,
2020-11-26 00:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,23085.475,,,23004.475,0.0,0.0,0.0,0.0,81.00000000000148,-1.942890293094024e-16,,,,,
2020-11-26 00:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,22923.975,,,22923.975,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2020-11-26 01:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,23122.725,,,23122.725,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2020-11-26 01:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,23509.875,,,23509.875,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2020-11-26 01:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,23367.225000000002,,,23367.225000000002,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2020-11-26 02:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,23179.025,,,23179.025,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2020-11-26 02:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,22820.875,,,22820.875,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2020-11-26 02:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,23057.625,,,23057.625,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2020-11-26 03:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,22966.975,,,22966.975,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2020-11-26 03:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,22039.25,,,22039.25,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2020-11-26 03:40:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,22039.15,,,22039.15,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2020-11-26 04:00:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,21870.5,,,21870.5,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2020-11-26 04:20:00,,,,0.0,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,22315.75,,,22315.75,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2020-11-26 04:40:00,,,,86.82499999999999,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,23072.85,,,22986.024999999998,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2020-11-26 05:00:00,,,,578.475,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,24494.600000000002,,,23916.125000000004,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2020-11-26 05:20:00,,,,1711.925,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,24330.375,,,22618.45,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
2020-11-26 05:40:00,,,,3693.5,0.25,0.16,0.11,0.02,0.01,1.0,0.0,,,,,,,,22671.85,,,18978.35,0.0,0.0,0.0,0.0,0.0,-1.942890293094024e-16,,,,,
