,load,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,p_load,p_ch,p_dis,p_im,p_ex,soc
2020-11-16 00:00:00,7069.5,0.0,0.25,0.16,0.11,0.02,0.01,1,0,7069.5,0.0,7069.5,0.0,0.0,2.66
2020-11-16 00:20:00,6913.5,0.0,0.25,0.16,0.11,0.02,0.01,1,0,6913.5,0.0,538.42105263158,6375.07894736842,0.0,0.17947368421052667
2020-11-16 00:40:00,7046.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,7046.0,0.0,0.0,7046.0,0.0,-0.009445983379501421
2020-11-16 01:00:00,7294.25,0.0,0.25,0.16,0.11,0.02,0.01,1,0,7294.25,0.0,0.0,7294.25,0.0,-0.009445983379501421
2020-11-16 01:20:00,6684.75,0.0,0.25,0.16,0.11,0.02,0.01,1,0,6684.75,0.0,0.0,6684.75,0.0,-0.009445983379501421
2020-11-16 01:40:00,6899.25,0.0,0.25,0.16,0.11,0.02,0.01,1,0,6899.25,0.0,0.0,6899.25,0.0,-0.009445983379501421
2020-11-16 02:00:00,6691.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,6691.0,0.0,0.0,6691.0,0.0,-0.009445983379501421
2020-11-16 02:20:00,7457.75,0.0,0.25,0.16,0.11,0.02,0.01,1,0,7457.75,0.0,0.0,7457.75,0.0,-0.009445983379501421
2020-11-16 02:40:00,7640.75,0.0,0.25,0.16,0.11,0.02,0.01,1,0,7640.75,0.0,0.0,7640.75,0.0,-0.009445983379501421
2020-11-16 03:00:00,7124.0,0.0,0.25,0.16,0.11,0.02,0.01,1,0,7124.0,0.0,0.0,7124.0,0.0,-0.009445983379501421
2020-11-16 03:20:00,6895.75,0.0,0.25,0.16,0.11,0.02,0.01,1,0,6895.75,0.0,0.0,6895.75,0.0,-0.009445983379501421
2020-11-16 03:40:00,7101.5,0.0,0.25,0.16,0.11,0.02,0.01,1,0,7101.5,0.0,0.0,7101.5,0.0,-0.009445983379501421
2020-11-16 04:00:00,7138.25,0.0,0.25,0.16,0.11,0.02,0.01,1,0,7138.25,0.0,0.0,7138.25,0.0,-0.009445983379501421
2020-11-16 04:20:00,6535.75,0.0,0.25,0.16,0.11,0.02,0.01,1,0,6535.75,0.0,0.0,6535.75,0.0,-0.009445983379501421
2020-11-16 04:40:00,10404.0,75.25,0.25,0.16,0.11,0.02,0.01,1,0,10404.0,0.0,0.0,10328.75,0.0,-0.009445983379501421
2020-11-16 05:00:00,7988.55,618.55,0.25,0.16,0.11,0.02,0.01,1,0,7988.55,0.0,0.0,7370.0,0.0,-0.009445983379501421
2020-11-16 05:20:00,12961.0,2218.0,0.25,0.16,0.11,0.02,0.01,1,0,12961.0,0.0,0.0,10743.0,0.0,-0.009445983379501421
2020-11-16 05:40:00,14116.25,4125.75,0.25,0.16,0.11,0.02,0.01,1,0,14116.25,0.0,0.0,9990.5,0.0,-0.009445983379501421
2020-11-16 06:00:00,10987.25,4517.5,0.25,0.28,0.11,0.02,0.01,1,0,10987.25,0.0,0.0,6469.75,0.0,-0.009445983379501421
2020-11-16 06:20:00,6046.0,7948.75,0.25,0.28,0.11,0.02,0.01,1,0,6046.0,-1902.75,0.0,0.0,0.0,-0.009445983379501421
2020-11-16 06:40:00,5820.25,10647.5,0.25,0.28,0.11,0.02,0.01,1,0,5820.25,-4827.25,0.0,0.0,0.0,0.5930915166204985
2020-11-16 07:00:00,6688.75,10577.0,0.25,0.28,0.11,0.02,0.01,0,1,6688.75,-3888.25,0.0,0.0,0.0,2.1217206832871653
2020-11-16 07:20:00,6529.25,7481.75,0.25,0.28,0.11,0.02,0.01,0,1,6529.25,-952.5,0.0,0.0,0.0,3.352999849953832
2020-11-16 07:40:00,6776.75,7281.5,0.25,0.28,0.11,0.02,0.01,0,1,6776.75,-504.75,0.0,0.0,0.0,3.654624849953832
2020-11-16 08:00:00,6933.0,9047.0,0.25,0.28,0.11,0.02,0.01,0,1,6933.0,-2114.0,0.0,0.0,0.0,3.814462349953832
2020-11-16 08:20:00,6205.5,17560.25,0.25,0.28,0.11,0.02,0.01,0,1,6205.5,-7500.0,0.0,0.0,-3854.75,4.483895683287165
2020-11-16 08:40:00,8605.0,15557.5,0.25,0.28,0.11,0.02,0.01,0,1,8605.0,-6952.5,0.0,0.0,0.0,6.858895683287165
2020-11-16 09:00:00,9879.25,21312.5,0.25,0.21,0.11,0.02,0.01,0,1,9879.25,-7500.0,0.0,0.0,-3933.25,9.060520683287166
