,load,pv,fixed,tou,fit,ch_cost,dis_cost,mode_0,mode_1,p_load,p_ch,p_dis,p_im,p_ex,soc
2020-11-03 00:00:00,22012.275,0.0,0.25,0.16,0.11,0.02,0.01,1,0,22012.275,0.0,7500.0,14512.275000000001,0.0,2.66
2020-11-03 00:20:00,22044.9,0.0,0.25,0.16,0.11,0.02,0.01,1,0,22044.9,0.0,85.26315789473671,21959.636842105265,0.0,0.028421052631578902
2020-11-03 00:40:00,22109.8,0.0,0.25,0.16,0.11,0.02,0.01,1,0,22109.8,0.0,0.0,22109.8,0.0,-0.0014958448753462604
2020-11-03 01:00:00,22114.125,0.0,0.25,0.16,0.11,0.02,0.01,1,0,22114.125,0.0,0.0,22114.125,0.0,-0.0014958448753462604
2020-11-03 01:20:00,22068.15,0.0,0.25,0.16,0.11,0.02,0.01,1,0,22068.15,0.0,0.0,22068.15,0.0,-0.0014958448753462604
2020-11-03 01:40:00,21863.65,0.0,0.25,0.16,0.11,0.02,0.01,1,0,21863.65,0.0,0.0,21863.65,0.0,-0.0014958448753462604
2020-11-03 02:00:00,22109.05,0.0,0.25,0.16,0.11,0.02,0.01,1,0,22109.05,0.0,0.0,22109.05,0.0,-0.0014958448753462604
2020-11-03 02:20:00,22031.375,0.0,0.25,0.16,0.11,0.02,0.01,1,0,22031.375,0.0,0.0,22031.375,0.0,-0.0014958448753462604
2020-11-03 02:40:00,21878.95,0.0,0.25,0.16,0.11,0.02,0.01,1,0,21878.95,0.0,0.0,21878.95,0.0,-0.0014958448753462604
2020-11-03 03:00:00,22138.975,0.0,0.25,0.16,0.11,0.02,0.01,1,0,22138.975,0.0,0.0,22138.975,0.0,-0.0014958448753462604
2020-11-03 03:20:00,22073.625,0.0,0.25,0.16,0.11,0.02,0.01,1,0,22073.625,0.0,0.0,22073.625,0.0,-0.0014958448753462604
2020-11-03 03:40:00,21907.8,0.0,0.25,0.16,0.11,0.02,0.01,1,0,21907.8,0.0,0.0,21907.8,0.0,-0.0014958448753462604
2020-11-03 04:00:00,21889.35,0.0,0.25,0.16,0.11,0.02,0.01,1,0,21889.35,0.0,0.0,21889.35,0.0,-0.0014958448753462604
2020-11-03 04:20:00,22385.6,0.0,0.25,0.16,0.11,0.02,0.01,1,0,22385.6,0.0,0.0,22385.6,0.0,-0.0014958448753462604
2020-11-03 04:40:00,22079.625,-4.516666666666667,0.25,0.16,0.11,0.02,0.01,1,0,22079.625,0.0,0.0,22084.141666666666,0.0,-0.0014958448753462604
2020-11-03 05:00:00,22128.475,160.56666666666666,0.25,0.16,0.11,0.02,0.01,1,0,22128.475,0.0,0.0,21967.908333333333,0.0,-0.0014958448753462604
2020-11-03 05:20:00,21856.3,979.1,0.25,0.16,0.11,0.02,0.01,1,0,21856.3,0.0,0.0,20877.2,0.0,-0.0014958448753462604
2020-11-03 05:40:00,21071.15,3154.6666666666665,0.25,0.16,0.11,0.02,0.01,1,0,21071.15,0.0,0.0,17916.483333333334,0.0,-0.0014958448753462604
2020-11-03 06:00:00,20330.45,5876.333333333333,0.25,0.28,0.11,0.02,0.01,1,0,20330.45,0.0,0.0,14454.116666666669,0.0,-0.0014958448753462604
2020-11-03 06:20:00,20039.275,8647.666666666666,0.25,0.28,0.11,0.02,0.01,1,0,20039.275,0.0,0.0,11391.608333333335,0.0,-0.0014958448753462604
2020-11-03 06:40:00,22275.675,11535.0,0.25,0.28,0.11,0.02,0.01,1,0,22275.675,0.0,0.0,10740.675,0.0,-0.0014958448753462604
2020-11-03 07:00:00,22828.3,14415.0,0.25,0.28,0.11,0.02,0.01,0,1,22828.3,0.0,0.0,8413.3,0.0,-0.0014958448753462604
2020-11-03 07:20:00,25844.5,16841.666666666668,0.25,0.28,0.11,0.02,0.01,0,1,25844.5,0.0,0.0,9002.833333333332,0.0,-0.0014958448753462604
2020-11-03 07:40:00,27423.0,19593.333333333332,0.25,0.28,0.11,0.02,0.01,0,1,27423.0,0.0,0.0,7829.666666666668,0.0,-0.0014958448753462604
2020-11-03 08:00:00,24267.0,22116.666666666668,0.25,0.28,0.11,0.02,0.01,0,1,24267.0,0.0,0.0,2150.333333333332,0.0,-0.0014958448753462604
2020-11-03 08:20:00,21637.5,23945.0,0.25,0.28,0.11,0.02,0.01,0,1,21637.5,-2307.5,0.0,0.0,0.0,-0.0014958448753462604
2020-11-03 08:40:00,22226.75,24638.333333333332,0.25,0.28,0.11,0.02,0.01,0,1,22226.75,-2411.583333333332,0.0,0.0,0.0,0.729212488457987
