date_,time_,t_av,t_w,t_ext,ghi,heating
2020-09-06,00:00:00,19.2,0,11.2,0,0
2020-09-06,00:05:00,19.19,0,11.3,0,0
2020-09-06,00:10:00,19.18,0,11.3,0,0
2020-09-06,00:15:00,19.145,0,11.1,0,0
2020-09-06,00:20:00,19.135,0,11,0,0
2020-09-06,00:25:00,19.115,0,10.8,0,0
2020-09-06,00:30:00,19.095,0,10.9,0,0
2020-09-06,00:35:00,19.075,0,10.8,0,0
2020-09-06,00:40:00,19.06,0,10.9,0,0
2020-09-06,00:45:00,19.045,0,10.5,0,0
2020-09-06,00:50:00,19.01,0,10.3,0,0
2020-09-06,00:55:00,19.005,0,10.3,0,0
2020-09-06,01:00:00,18.985,0,10.2,0,0
2020-09-06,01:05:00,18.965,0,10.4,0,0
2020-09-06,01:10:00,18.945,0,10,0,0
2020-09-06,01:15:00,18.92,0,10.2,0,0
2020-09-06,01:20:00,18.895,0,10,0,0
2020-09-06,01:25:00,18.875,0,9.8,0,0
2020-09-06,01:30:00,18.85,0,9.9,0,0
2020-09-06,01:35:00,18.84,0,9.8,0,0
2020-09-06,01:40:00,18.83,0,9.8,0,0
2020-09-06,01:45:00,18.79,0,9.8,0,0
2020-09-06,01:50:00,18.78,0,9.7,0,0
2020-09-06,01:55:00,18.755,0,9.4,0,0
2020-09-06,02:00:00,18.74,0,9.8,0,0
2020-09-06,02:05:00,18.725,0,9.6,0,0
2020-09-06,02:10:00,18.7,0,9.3,0,0
2020-09-06,02:15:00,18.675,0,9.8,0,0
2020-09-06,02:20:00,18.66,0,9.2,0,0
2020-09-06,02:25:00,18.64,0,9.6,0,0
2020-09-06,02:30:00,18.615,0,9.2,0,0
2020-09-06,02:35:00,18.605,0,9.3,0,0
2020-09-06,02:40:00,18.57,0,9,0,0
2020-09-06,02:45:00,18.55,0,9.4,0,0
2020-09-06,02:50:00,18.535,0,9.2,0,0
2020-09-06,02:55:00,18.51,0,9.4,0,0
2020-09-06,03:00:00,18.485,0,9.1,0,0
2020-09-06,03:05:00,18.48,0,9.3,0,0
2020-09-06,03:10:00,18.445,0,9.3,0,0
2020-09-06,03:15:00,18.425,0,9.1,0,0
2020-09-06,03:20:00,18.39,0,9.1,0,0
2020-09-06,03:25:00,18.39,0,9,0,0
2020-09-06,03:30:00,18.365,0,9.2,0,0
2020-09-06,03:35:00,18.34,0,9.2,0,0
2020-09-06,03:40:00,18.325,0,8.9,0,0
2020-09-06,03:45:00,18.295,0,9.2,0,0
2020-09-06,03:50:00,18.28,0,9.3,0,0
2020-09-06,03:55:00,18.26,0,9.2,0,0
2020-09-06,04:00:00,18.23,0,9.3,0,0
2020-09-06,04:05:00,18.22,0,9.3,0,0
2020-09-06,04:10:00,18.19,0,9.3,0,0
2020-09-06,04:15:00,18.165,0,9.5,0,0
2020-09-06,04:20:00,18.145,0,9.4,0,0
2020-09-06,04:25:00,18.13,0,9.4,0,0
2020-09-06,04:30:00,18.11,0,9.9,0,0
2020-09-06,04:35:00,18.085,0,9.9,0,0
2020-09-06,04:40:00,18.07,0,10,0,0
2020-09-06,04:45:00,18.05,0,10.1,0,0
2020-09-06,04:50:00,18.02,0,10.4,0,0
2020-09-06,04:55:00,17.995,0,10.6,0,0
2020-09-06,05:00:00,17.985,0,10.8,0,0
2020-09-06,05:05:00,17.965,0,11,0,0
2020-09-06,05:10:00,17.94,0,11,0,0
2020-09-06,05:15:00,17.92,0,11.3,0,0
2020-09-06,05:20:00,17.9,0,11.2,0,0
2020-09-06,05:25:00,17.88,0,11.2,0,0
2020-09-06,05:30:00,17.875,0,11.1,0,0
2020-09-06,05:35:00,17.85,0,11.2,0,0
2020-09-06,05:40:00,17.83,0,10.9,0,0
2020-09-06,05:45:00,17.81,0,11,0,0
2020-09-06,05:50:00,17.79,0,11,0,0
2020-09-06,05:55:00,17.775,0,11.2,0,0
2020-09-06,06:00:00,17.765,0,11.3,0,0
2020-09-06,06:05:00,17.745,0,11.1,0.015,0
2020-09-06,06:10:00,17.73,0,11.3,0.02,0
2020-09-06,06:15:00,17.71,0,11.5,0.023,0
2020-09-06,06:20:00,17.7,0,11.2,0.024,0
2020-09-06,06:25:00,17.695,0,11.6,0.027,0
2020-09-06,06:30:00,17.67,0,12,0.03,0
2020-09-06,06:35:00,17.66,0,12.2,0.028,0
2020-09-06,06:40:00,17.645,0,12.4,0.031,0
2020-09-06,06:45:00,17.63,0,12.5,0.033,0
2020-09-06,06:50:00,17.61,0,12.7,0.033,0
2020-09-06,06:55:00,17.605,0,12.7,0.038,0
2020-09-06,07:00:00,17.59,0,12.7,0.043,0
2020-09-06,07:05:00,17.57,0,12.5,0.041,0
2020-09-06,07:10:00,17.555,0,13,0.038,0
2020-09-06,07:15:00,17.55,0,13,0.038,0
2020-09-06,07:20:00,17.535,0,13.5,0.041,0
2020-09-06,07:25:00,17.525,0,13.4,0.044,0
2020-09-06,07:30:00,17.515,0,13.2,0.047,0
2020-09-06,07:35:00,17.5,0,13.7,0.057,0
2020-09-06,07:40:00,17.48,0,13.9,0.069,0
2020-09-06,07:45:00,17.47,0,14.1,0.079,0
2020-09-06,07:50:00,17.465,0,14.2,0.09296,0
2020-09-06,07:55:00,17.46,0,14,0.102,0
2020-09-06,08:00:00,17.45,0,14.4,0.11496,0
2020-09-06,08:05:00,17.445,0,14.5,0.13496,0
2020-09-06,08:10:00,17.43,0,15,0.196,0
2020-09-06,08:15:00,17.43,0,15.8,0.20688,0
2020-09-06,08:20:00,17.43,0,16,0.18992,0
2020-09-06,08:25:00,17.44,0,16.5,0.19888,0
2020-09-06,08:30:00,17.44,0,16.3,0.17696,0
2020-09-06,08:35:00,17.45,0,16.7,0.22992,0
2020-09-06,08:40:00,17.43,0,17.2,0.256,0
2020-09-06,08:45:00,17.43,0,17.6,0.312,0
2020-09-06,08:50:00,17.47,0,18.6,0.3568,0
2020-09-06,08:55:00,17.475,0,19,0.3568,0
2020-09-06,09:00:00,17.495,0,20.5,0.57184,0
2020-09-06,09:05:00,17.5,0,21.6,0.58784,0
2020-09-06,09:10:00,17.51,0,22.8,0.66944,0
2020-09-06,09:15:00,17.505,0,20.2,0.34272,0
2020-09-06,09:20:00,17.525,0,22.8,0.69248,0
2020-09-06,09:25:00,17.545,0,20.9,0.64576,0
2020-09-06,09:30:00,17.56,0,22.5,0.63072,0
2020-09-06,09:35:00,17.58,0,21.7,0.61696,0
2020-09-06,09:40:00,17.575,0,22.2,0.63392,0
2020-09-06,09:45:00,17.585,0,20.9,0.64896,0
2020-09-06,09:50:00,17.605,0,21.5,0.66176,0
2020-09-06,09:55:00,17.61,0,22.8,0.66944,0
2020-09-06,10:00:00,17.625,0,23.2,0.67648,0
2020-09-06,10:05:00,17.645,0,22.7,0.73344,0
2020-09-06,10:10:00,17.655,0,20.8,0.75456,0
2020-09-06,10:15:00,17.675,0,22.7,0.81152,0
2020-09-06,10:20:00,17.695,0,21.9,0.8704,0
2020-09-06,10:25:00,17.72,0,21.3,0.88448,0
2020-09-06,10:30:00,17.735,0,22.8,0.92544,0
2020-09-06,10:35:00,17.75,0,20.4,0.72896,0
2020-09-06,10:40:00,17.765,0,23.6,0.90688,0
2020-09-06,10:45:00,17.79,0,21.5,0.83968,0
2020-09-06,10:50:00,17.82,0,21.7,0.85248,0
2020-09-06,10:55:00,17.845,0,22.2,0.85248,0
2020-09-06,11:00:00,17.895,0,20.8,0.83264,0
2020-09-06,11:05:00,17.905,0,21.7,0.8416,0
2020-09-06,11:10:00,17.93,0,19.3,0.23488,0
2020-09-06,11:15:00,17.95,0,21.2,0.832,0
2020-09-06,11:20:00,17.965,0,21.4,0.8608,0
2020-09-06,11:25:00,17.995,0,22.3,0.89984,0
2020-09-06,11:30:00,18.005,0,21.5,0.4048,0
2020-09-06,11:35:00,18.015,0,21.1,0.236,0
2020-09-06,11:40:00,18.015,0,21,0.9504,0
2020-09-06,11:45:00,18.065,0,19.7,0.89344,0
2020-09-06,11:50:00,18.105,0,19,0.88384,0
2020-09-06,11:55:00,18.125,0,20.7,0.91776,0
2020-09-06,12:00:00,18.155,0,19.9,0.8544,0
2020-09-06,12:05:00,18.185,0,19.4,0.88192,0
2020-09-06,12:10:00,18.2,0,19.7,0.85184,0
2020-09-06,12:15:00,18.21,0,20.9,0.90048,0
2020-09-06,12:20:00,18.235,0,19.8,0.91392,0
2020-09-06,12:25:00,18.28,0,18.4,0.8576,0
2020-09-06,12:30:00,18.31,0,19.9,0.85056,0
2020-09-06,12:35:00,18.325,0,20.4,0.86848,0
2020-09-06,12:40:00,18.335,0,20.9,0.8384,0
2020-09-06,12:45:00,18.365,0,19.8,0.83456,0
2020-09-06,12:50:00,18.39,0,20.4,0.8064,0
2020-09-06,12:55:00,18.41,0,19.9,0.83584,0
2020-09-06,13:00:00,18.43,0,21.5,0.83456,0
2020-09-06,13:05:00,18.45,0,21.4,0.8448,0
2020-09-06,13:10:00,18.49,0,20,0.83456,0
2020-09-06,13:15:00,18.52,0,20.3,0.33696,0
2020-09-06,13:20:00,18.525,0,20.4,0.55776,0
2020-09-06,13:25:00,18.565,0,20,0.61792,0
2020-09-06,13:30:00,18.59,0,20.1,0.88896,0
2020-09-06,13:35:00,18.6,0,20.3,0.784,0
2020-09-06,13:40:00,18.625,0,20.5,0.70592,0
2020-09-06,13:45:00,18.65,0,20.6,0.69184,0
2020-09-06,13:50:00,18.655,0,21.2,0.6848,0
2020-09-06,13:55:00,18.67,0,20.7,0.6688,0
2020-09-06,14:00:00,18.705,0,19.6,0.576,0
2020-09-06,14:05:00,18.71,0,20.1,0.42496,0
2020-09-06,14:10:00,18.725,0,20.6,0.62272,0
2020-09-06,14:15:00,18.755,0,20.5,0.61696,0
2020-09-06,14:20:00,18.795,0,19.5,0.60192,0
2020-09-06,14:25:00,18.815,0,19.3,0.584,0
2020-09-06,14:30:00,18.835,0,19.2,0.56192,0
2020-09-06,14:35:00,18.85,0,19.4,0.56096,0
2020-09-06,14:40:00,18.88,0,20.4,0.54176,0
2020-09-06,14:45:00,18.9,0,19.6,0.54784,0
2020-09-06,14:50:00,18.915,0,18.5,0.14696,0
2020-09-06,14:55:00,18.915,0,19.4,0.5008,0
2020-09-06,15:00:00,18.945,0,19.5,0.46496,0
2020-09-06,15:05:00,18.96,0,19.6,0.448,0
2020-09-06,15:10:00,18.98,0,19.1,0.432,0
2020-09-06,15:15:00,19.015,0,19.2,0.4208,0
2020-09-06,15:20:00,19.02,0,19.5,0.39488,0
2020-09-06,15:25:00,19.035,0,19.5,0.37888,0
2020-09-06,15:30:00,19.05,0,18.7,0.36192,0
2020-09-06,15:35:00,19.045,0,19.2,0.3408,0
2020-09-06,15:40:00,19.05,0,19.6,0.32096,0
2020-09-06,15:45:00,19.075,0,18.1,0.30688,0
2020-09-06,15:50:00,19.07,0,18,0.26896,0
2020-09-06,15:55:00,19.08,0,18.5,0.26496,0
2020-09-06,16:00:00,19.08,0,18,0.252,0
2020-09-06,16:05:00,19.085,0,17.8,0.232,0
2020-09-06,16:10:00,19.1,0,17.7,0.212,0
2020-09-06,16:15:00,19.1,0,17.8,0.196,0
2020-09-06,16:20:00,19.12,0,17.4,0.076,0
2020-09-06,16:25:00,19.125,0,17,0.057,0
2020-09-06,16:30:00,19.11,0,17.1,0.06,0
2020-09-06,16:35:00,19.115,0,16.8,0.047,0
2020-09-06,16:40:00,19.135,0,16.7,0.051,0
2020-09-06,16:45:00,19.14,0,16.6,0.046,0
2020-09-06,16:50:00,19.135,0,16.4,0.041,0
2020-09-06,16:55:00,19.135,0,16.4,0.04,0
2020-09-06,17:00:00,19.13,0,16.4,0.038,0
2020-09-06,17:05:00,19.13,0,16.3,0.038,0
2020-09-06,17:10:00,19.12,0,16.1,0.036,0
2020-09-06,17:15:00,19.125,0,16.1,0.031,0
2020-09-06,17:20:00,19.125,0,16,0.033,0
2020-09-06,17:25:00,19.12,0,15.8,0.03,0
2020-09-06,17:30:00,19.125,0,15.8,0.027,0
2020-09-06,17:35:00,19.11,0,15.9,0.024,0
2020-09-06,17:40:00,19.11,0,15.7,0.021,0
2020-09-06,17:45:00,19.105,0,15.8,0.02,0
2020-09-06,17:50:00,19.1,0,15.6,0,0
2020-09-06,17:55:00,19.095,0,15.5,0,0
2020-09-06,18:00:00,19.095,0,15.2,0,0
2020-09-06,18:05:00,19.085,0,15.2,0,0
2020-09-06,18:10:00,19.085,0,15.1,0,0
2020-09-06,18:15:00,19.085,0,15,0,0
2020-09-06,18:20:00,19.085,0,14.7,0,0
2020-09-06,18:25:00,19.09,0,14.5,0,0
2020-09-06,18:30:00,19.075,0,14.6,0,0
2020-09-06,18:35:00,19.07,0,14.4,0,0
2020-09-06,18:40:00,19.07,0,14.5,0,0
2020-09-06,18:45:00,19.065,0,14.3,0,0
2020-09-06,18:50:00,19.065,0,14.5,0,0
2020-09-06,18:55:00,19.055,0,14.3,0,0
2020-09-06,19:00:00,19.04,0,14.1,0,0
2020-09-06,19:05:00,19.045,0,14.4,0,0
2020-09-06,19:10:00,19.04,0,14.2,0,0
2020-09-06,19:15:00,19.035,0,14,0,0
2020-09-06,19:20:00,19.035,0,14.1,0,0
2020-09-06,19:25:00,19.02,0,14,0,0
2020-09-06,19:30:00,19.015,0,13.9,0,0
2020-09-06,19:35:00,19.01,0,13.6,0,0
2020-09-06,19:40:00,19.005,0,13.6,0,0
2020-09-06,19:45:00,19.005,0,13.6,0,0
2020-09-06,19:50:00,19,0,13.5,0,0
2020-09-06,19:55:00,18.985,0,13.3,0,0
2020-09-06,20:00:00,18.975,0,13.3,0,0
2020-09-06,20:05:00,18.965,0,13.2,0,0
2020-09-06,20:10:00,18.955,0,13.1,0,0
2020-09-06,20:15:00,18.955,0,12.9,0,0
2020-09-06,20:20:00,18.955,0,12.9,0,0
2020-09-06,20:25:00,18.925,0,12.7,0,0
2020-09-06,20:30:00,18.93,0,12.7,0,0
2020-09-06,20:35:00,18.915,0,12.5,0,0
2020-09-06,20:40:00,18.915,0,12.4,0,0
2020-09-06,20:45:00,18.9,0,12.4,0,0
2020-09-06,20:50:00,18.9,0,12.4,0,0
2020-09-06,20:55:00,18.88,0,12.4,0,0
2020-09-06,21:00:00,18.86,0,12.3,0,0
2020-09-06,21:05:00,18.86,0,12.4,0,0
2020-09-06,21:10:00,18.855,0,12.5,0,0
2020-09-06,21:15:00,18.845,0,12.6,0,0
2020-09-06,21:20:00,18.83,0,12.9,0,0
2020-09-06,21:25:00,18.81,0,13.3,0,0
2020-09-06,21:30:00,18.8,0,13.4,0,0
2020-09-06,21:35:00,18.785,0,13.6,0,0
2020-09-06,21:40:00,18.77,0,13.7,0,0
2020-09-06,21:45:00,18.765,0,13.9,0,0
2020-09-06,21:50:00,18.74,0,13.8,0,0
2020-09-06,21:55:00,18.73,0,14,0,0
2020-09-06,22:00:00,18.715,0,14,0,0
2020-09-06,22:05:00,18.705,0,14.1,0,0
2020-09-06,22:10:00,18.7,0,14.2,0,0
2020-09-06,22:15:00,18.685,0,14.1,0,0
2020-09-06,22:20:00,18.675,0,14.3,0,0
2020-09-06,22:25:00,18.655,0,14.3,0,0
2020-09-06,22:30:00,18.645,0,14.3,0,0
2020-09-06,22:35:00,18.64,0,13.9,0,0
2020-09-06,22:40:00,18.62,0,14.4,0,0
2020-09-06,22:45:00,18.615,0,14.5,0,0
2020-09-06,22:50:00,18.595,0,14.6,0,0
2020-09-06,22:55:00,18.595,0,14.8,0,0
2020-09-06,23:00:00,18.57,0,15.1,0,0
2020-09-06,23:05:00,18.56,0,14.9,0,0
2020-09-06,23:10:00,18.545,0,15.3,0,0
2020-09-06,23:15:00,18.54,0,15.2,0,0
2020-09-06,23:20:00,18.53,0,15.2,0,0
2020-09-06,23:25:00,18.52,0,15.2,0,0
2020-09-06,23:30:00,18.505,0,15.2,0,0
2020-09-06,23:35:00,18.495,0,15.4,0,0
2020-09-06,23:40:00,18.485,0,15.4,0,0
2020-09-06,23:45:00,18.47,0,15.1,0,0
2020-09-06,23:50:00,18.46,0,15.2,0,0
2020-09-06,23:55:00,18.45,0,15.4,0,0
2020-09-07,00:00:00,18.435,0,15.2,0,0
2020-09-07,00:05:00,18.43,0,15.3,0,0
2020-09-07,00:10:00,18.425,0,15.3,0,0
2020-09-07,00:15:00,18.41,0,15.5,0,0
2020-09-07,00:20:00,18.4,0,15.2,0,0
2020-09-07,00:25:00,18.38,0,15.1,0,0
2020-09-07,00:30:00,18.385,0,15.2,0,0
2020-09-07,00:35:00,18.385,0,15,0,0
2020-09-07,00:40:00,18.36,0,14.7,0,0
2020-09-07,00:45:00,18.355,0,15.2,0,0
2020-09-07,00:50:00,18.34,0,15.1,0,0
2020-09-07,00:55:00,18.335,0,14.9,0,0
2020-09-07,01:00:00,18.325,0,14.9,0,0
2020-09-07,01:05:00,18.32,0,15.1,0,0
2020-09-07,01:10:00,18.315,0,14.8,0,0
2020-09-07,01:15:00,18.305,0,14.9,0,0
2020-09-07,01:20:00,18.29,0,14.4,0,0
2020-09-07,01:25:00,18.285,0,14.8,0,0
2020-09-07,01:30:00,18.27,0,14.7,0,0
2020-09-07,01:35:00,18.27,0,14.5,0,0
2020-09-07,01:40:00,18.27,0,14.7,0,0
2020-09-07,01:45:00,18.25,0,14.5,0,0
2020-09-07,01:50:00,18.235,0,14.4,0,0
2020-09-07,01:55:00,18.22,0,14.5,0,0
2020-09-07,02:00:00,18.215,0,14.7,0,0
2020-09-07,02:05:00,18.205,0,14.5,0,0
2020-09-07,02:10:00,18.2,0,14.1,0,0
2020-09-07,02:15:00,18.2,0,14,0,0
2020-09-07,02:20:00,18.18,0,13.9,0,0
2020-09-07,02:25:00,18.17,0,13.7,0,0
2020-09-07,02:30:00,18.17,0,13.7,0,0
2020-09-07,02:35:00,18.16,0,13.9,0,0
2020-09-07,02:40:00,18.15,0,13.7,0,0
2020-09-07,02:45:00,18.14,0,13.8,0,0
2020-09-07,02:50:00,18.12,0,13.6,0,0
2020-09-07,02:55:00,18.12,0,13.7,0,0
2020-09-07,03:00:00,18.105,0,13.8,0,0
2020-09-07,03:05:00,18.11,0,14,0,0
2020-09-07,03:10:00,18.095,0,13.7,0,0
2020-09-07,03:15:00,18.08,0,14,0,0
2020-09-07,03:20:00,18.07,0,14,0,0
2020-09-07,03:25:00,18.065,0,13.6,0,0
2020-09-07,03:30:00,18.06,0,13.7,0,0
2020-09-07,03:35:00,18.05,0,13.3,0,0
2020-09-07,03:40:00,18.04,0,13.1,0,0
2020-09-07,03:45:00,18.035,0,12.8,0,0
2020-09-07,03:50:00,18.02,0,12.7,0,0
2020-09-07,03:55:00,18.01,0,12.6,0,0
2020-09-07,04:00:00,18,0,12.6,0,0
2020-09-07,04:05:00,17.99,0,12.6,0,0
2020-09-07,04:10:00,17.99,0,12.6,0,0
2020-09-07,04:15:00,17.98,0,12.5,0,0
2020-09-07,04:20:00,17.96,0,12.4,0,0
2020-09-07,04:25:00,17.95,0,12.3,0,0
2020-09-07,04:30:00,17.94,0,12.4,0,0
2020-09-07,04:35:00,17.925,0,12,0,0
2020-09-07,04:40:00,17.925,0,12.4,0,0
2020-09-07,04:45:00,17.915,0,12.3,0,0
2020-09-07,04:50:00,17.895,0,12.2,0,0
2020-09-07,04:55:00,17.885,0,11.9,0,0
2020-09-07,05:00:00,17.88,0,12,0,0
2020-09-07,05:05:00,17.87,0,11.8,0,0
2020-09-07,05:10:00,17.855,0,12.1,0,0
2020-09-07,05:15:00,17.84,0,12,0,0
2020-09-07,05:20:00,17.83,0,12,0,0
2020-09-07,05:25:00,17.81,0,12.2,0,0
2020-09-07,05:30:00,17.795,0,12.4,0,0
2020-09-07,05:35:00,17.79,0,12.3,0,0
2020-09-07,05:40:00,17.78,0,12.8,0,0
2020-09-07,05:45:00,17.76,0,12.6,0,0
2020-09-07,05:50:00,17.75,0,12.6,0,0
2020-09-07,05:55:00,17.735,0,12.4,0,0
2020-09-07,06:00:00,17.73,0,12.4,0.018,0
2020-09-07,06:05:00,17.715,0,12.3,0.021,0
2020-09-07,06:10:00,17.705,0,12.4,0.023,0
2020-09-07,06:15:00,17.7,0,12.6,0.025,0
2020-09-07,06:20:00,17.685,0,12.6,0.03,0
2020-09-07,06:25:00,17.675,0,12.9,0.033,0
2020-09-07,06:30:00,17.665,0,13.4,0.036,0
2020-09-07,06:35:00,17.67,0,13.6,0.043,0
2020-09-07,06:40:00,17.66,0,14.1,0.049,0
2020-09-07,06:45:00,17.66,0,14.5,0.054,0
2020-09-07,06:50:00,17.65,0,15.2,0.063,0
2020-09-07,06:55:00,17.645,0,16,0.073,0
2020-09-07,07:00:00,17.63,0,16.8,0.08,0
2020-09-07,07:05:00,17.635,0,17.3,0.09296,0
2020-09-07,07:10:00,17.63,0,18,0.10296,0
2020-09-07,07:15:00,17.615,0,18.2,0.11496,0
2020-09-07,07:20:00,17.6,0,17.8,0.12896,0
2020-09-07,07:25:00,17.6,0,18.4,0.14096,0
2020-09-07,07:30:00,17.605,0,18.3,0.18096,0
2020-09-07,07:35:00,17.595,0,20.3,0.17488,0
2020-09-07,07:40:00,17.6,0,19.1,0.18688,0
2020-09-07,07:45:00,17.595,0,19,0.20288,0
2020-09-07,07:50:00,17.585,0,18.9,0.22,0
2020-09-07,07:55:00,17.605,0,18.8,0.23696,0
2020-09-07,08:00:00,17.61,0,18.9,0.25296,0
2020-09-07,08:05:00,17.615,0,18.2,0.272,0
2020-09-07,08:10:00,17.625,0,18.9,0.28496,0
2020-09-07,08:15:00,17.63,0,18.9,0.30192,0
2020-09-07,08:20:00,17.625,0,19.1,0.32,0
2020-09-07,08:25:00,17.63,0,19.2,0.33696,0
2020-09-07,08:30:00,17.64,0,19.3,0.35296,0
2020-09-07,08:35:00,17.64,0,20.1,0.36992,0
2020-09-07,08:40:00,17.645,0,19.9,0.3888,0
2020-09-07,08:45:00,17.68,0,20.5,0.40288,0
2020-09-07,08:50:00,17.69,0,20.3,0.42176,0
2020-09-07,08:55:00,17.695,0,20.9,0.43776,0
2020-09-07,09:00:00,17.7,0,20.6,0.45184,0
2020-09-07,09:05:00,17.715,0,20.9,0.47296,0
2020-09-07,09:10:00,17.72,0,21.3,0.49088,0
2020-09-07,09:15:00,17.72,0,20.9,0.50688,0
2020-09-07,09:20:00,17.74,0,21.8,0.51872,0
2020-09-07,09:25:00,17.75,0,21.4,0.536,0
2020-09-07,09:30:00,17.755,0,22.3,0.552,0
2020-09-07,09:35:00,17.755,0,21.6,0.57472,0
2020-09-07,09:40:00,17.78,0,22,0.59072,0
2020-09-07,09:45:00,17.795,0,22.6,0.61472,0
2020-09-07,09:50:00,17.815,0,21.4,0.19888,0
2020-09-07,09:55:00,17.815,0,22.9,0.62976,0
2020-09-07,10:00:00,17.83,0,22.7,0.6848,0
2020-09-07,10:05:00,17.84,0,23.2,0.66944,0
2020-09-07,10:10:00,17.86,0,23,0.71552,0
2020-09-07,10:15:00,17.875,0,22.5,0.21696,0
2020-09-07,10:20:00,17.89,0,21.7,0.784,0
2020-09-07,10:25:00,17.915,0,23.2,0.73792,0
2020-09-07,10:30:00,17.945,0,23.5,0.77248,0
2020-09-07,10:35:00,17.97,0,23.8,0.77696,0
2020-09-07,10:40:00,17.98,0,23.6,0.74752,0
2020-09-07,10:45:00,17.995,0,24.4,0.70144,0
2020-09-07,10:50:00,18.02,0,24,0.75392,0
2020-09-07,10:55:00,18.055,0,24,0.75968,0
2020-09-07,11:00:00,18.065,0,23.9,0.76672,0
2020-09-07,11:05:00,18.085,0,25,0.75968,0
2020-09-07,11:10:00,18.125,0,23.3,0.77568,0
2020-09-07,11:15:00,18.14,0,23.9,0.7808,0
2020-09-07,11:20:00,18.175,0,22.3,0.78784,0
2020-09-07,11:25:00,18.205,0,22.4,0.7904,0
2020-09-07,11:30:00,18.23,0,21.6,0.79872,0
2020-09-07,11:35:00,18.265,0,21.7,0.80256,0
2020-09-07,11:40:00,18.29,0,21.2,0.8064,0
2020-09-07,11:45:00,18.31,0,21.7,0.80896,0
2020-09-07,11:50:00,18.34,0,21,0.8064,0
2020-09-07,11:55:00,18.37,0,21.4,0.81152,0
2020-09-07,12:00:00,18.395,0,21.7,0.8128,0
2020-09-07,12:05:00,18.43,0,21.6,0.81664,0
2020-09-07,12:10:00,18.445,0,21.8,0.81344,0
2020-09-07,12:15:00,18.47,0,22.2,0.81152,0
2020-09-07,12:20:00,18.505,0,20.6,0.81152,0
2020-09-07,12:25:00,18.54,0,20.7,0.80896,0
2020-09-07,12:30:00,18.57,0,20,0.80576,0
2020-09-07,12:35:00,18.6,0,19.9,0.80064,0
2020-09-07,12:40:00,18.625,0,20.6,0.7968,0
2020-09-07,12:45:00,18.645,0,20.1,0.7904,0
2020-09-07,12:50:00,18.67,0,20.9,0.78656,0
2020-09-07,12:55:00,18.69,0,21.9,0.78592,0
2020-09-07,13:00:00,18.73,0,21.4,0.77952,0
2020-09-07,13:05:00,18.75,0,21.3,0.76992,0
2020-09-07,13:10:00,18.785,0,20.7,0.76288,0
2020-09-07,13:15:00,18.81,0,20.6,0.752,0
2020-09-07,13:20:00,18.82,0,21.7,0.74368,0
2020-09-07,13:25:00,18.85,0,21.3,0.73344,0
2020-09-07,13:30:00,18.875,0,21.8,0.72064,0
2020-09-07,13:35:00,18.9,0,21.8,0.71168,0
2020-09-07,13:40:00,18.925,0,21.5,0.70272,0
2020-09-07,13:45:00,18.945,0,21.9,0.69184,0
2020-09-07,13:50:00,18.965,0,21.1,0.6784,0
2020-09-07,13:55:00,18.995,0,20.9,0.66688,0
2020-09-07,14:00:00,19.05,0,21.3,0.65376,0
2020-09-07,14:05:00,19.105,0,21.5,0.64288,0
2020-09-07,14:10:00,19.105,0,21.8,0.63072,0
2020-09-07,14:15:00,19.12,0,21.5,0.61472,0
2020-09-07,14:20:00,19.14,0,20.9,0.60096,0
2020-09-07,14:25:00,19.18,0,20.5,0.58496,0
2020-09-07,14:30:00,19.19,0,20.9,0.57088,0
2020-09-07,14:35:00,19.24,0,20.4,0.55584,0
2020-09-07,14:40:00,19.255,0,20.4,0.53984,0
2020-09-07,14:45:00,19.27,0,20.4,0.52192,0
2020-09-07,14:50:00,19.295,0,20.2,0.50592,0
2020-09-07,14:55:00,19.32,0,20.3,0.4928,0
2020-09-07,15:00:00,19.325,0,21.1,0.47296,0
2020-09-07,15:05:00,19.35,0,20.1,0.45792,0
2020-09-07,15:10:00,19.37,0,20.3,0.44096,0
2020-09-07,15:15:00,19.395,0,20,0.42176,0
2020-09-07,15:20:00,19.415,0,20.3,0.40288,0
2020-09-07,15:25:00,19.44,0,19.7,0.38784,0
2020-09-07,15:30:00,19.45,0,19.4,0.36992,0
2020-09-07,15:35:00,19.445,0,20.6,0.34976,0
2020-09-07,15:40:00,19.47,0,19.4,0.33088,0
2020-09-07,15:45:00,19.475,0,19.4,0.312,0
2020-09-07,15:50:00,19.485,0,19.1,0.29488,0
2020-09-07,15:55:00,19.505,0,19.3,0.27888,0
2020-09-07,16:00:00,19.52,0,18.9,0.26096,0
2020-09-07,16:05:00,19.53,0,18.7,0.24192,0
2020-09-07,16:10:00,19.545,0,18.8,0.22592,0
2020-09-07,16:15:00,19.555,0,18.6,0.20592,0
2020-09-07,16:20:00,19.555,0,18.4,0.188,0
2020-09-07,16:25:00,19.565,0,18,0.047,0
2020-09-07,16:30:00,19.575,0,17.8,0.067,0
2020-09-07,16:35:00,19.57,0,17.7,0.046,0
2020-09-07,16:40:00,19.58,0,17.8,0.046,0
2020-09-07,16:45:00,19.6,0,17.7,0.056,0
2020-09-07,16:50:00,19.605,0,17.7,0.049,0
2020-09-07,16:55:00,19.605,0,17.5,0.038,0
2020-09-07,17:00:00,19.62,0,17.4,0.038,0
2020-09-07,17:05:00,19.615,0,17.3,0.038,0
