date_,time_,t_av,t_w,t_ext,ghi,heating
2020-09-10,20:40:00,24.69,0,14.5,0,5.629
2020-09-10,20:45:00,24.91,0,14.5,0,5.577
2020-09-10,20:50:00,25.115,0,14.6,0,5.579
2020-09-10,20:55:00,25.305,0,14.7,0,5.57
2020-09-10,21:00:00,25.485,0,14.7,0,5.54
2020-09-10,21:05:00,25.67,0,14.7,0,5.583
2020-09-10,21:10:00,25.82,0,14.6,0,5.569
2020-09-10,21:15:00,25.98,0,14.3,0,5.589
2020-09-10,21:20:00,26.135,0,14.2,0,5.589
2020-09-10,21:25:00,26.29,0,14.3,0,5.619
2020-09-10,21:30:00,26.425,0,14.6,0,5.584
2020-09-10,21:35:00,26.56,0,14.8,0,5.568
2020-09-10,21:40:00,26.695,0,14.9,0,5.567
2020-09-10,21:45:00,26.8,0,14.9,0,5.59
2020-09-10,21:50:00,26.755,0,14.9,0,0
2020-09-10,21:55:00,26.27,0,14.9,0,0
2020-09-10,22:00:00,25.89,0,14.9,0,0
2020-09-10,22:05:00,25.625,0,14.8,0,0
2020-09-10,22:10:00,25.415,0,14.8,0,0
2020-09-10,22:15:00,25.255,0,14.7,0,0
2020-09-10,22:20:00,25.105,0,14.7,0,0
2020-09-10,22:25:00,24.965,0,14.7,0,0
2020-09-10,22:30:00,24.845,0,14.6,0,0
2020-09-10,22:35:00,24.73,0,14.7,0,0
2020-09-10,22:40:00,24.615,0,14.6,0,0
2020-09-10,22:45:00,24.52,0,14.5,0,0
2020-09-10,22:50:00,24.425,0,14.5,0,0
2020-09-10,22:55:00,24.34,0,14.4,0,0
2020-09-10,23:00:00,24.255,0,14.5,0,0
2020-09-10,23:05:00,24.165,0,14.3,0,0
2020-09-10,23:10:00,24.08,0,14.3,0,0
2020-09-10,23:15:00,24.01,0,14.4,0,0
2020-09-10,23:20:00,23.935,0,14.4,0,0
2020-09-10,23:25:00,23.865,0,14.3,0,0
2020-09-10,23:30:00,23.81,0,14.5,0,0
2020-09-10,23:35:00,23.735,0,14.5,0,0
2020-09-10,23:40:00,23.675,0,14.5,0,0
2020-09-10,23:45:00,23.62,0,14.6,0,0
2020-09-10,23:50:00,23.565,0,14.7,0,0
2020-09-10,23:55:00,23.505,0,14.7,0,0
2020-09-11,00:00:00,23.45,0,14.6,0,0
2020-09-11,00:05:00,23.385,0,14.5,0,0
2020-09-11,00:10:00,23.345,0,14.3,0,0
2020-09-11,00:15:00,23.285,0,14.3,0,0
2020-09-11,00:20:00,23.24,0,14.3,0,0
2020-09-11,00:25:00,23.195,0,14.3,0,0
2020-09-11,00:30:00,23.15,0,14.3,0,0
2020-09-11,00:35:00,23.095,0,14.4,0,0
2020-09-11,00:40:00,23.055,0,14.4,0,0
2020-09-11,00:45:00,23.015,0,14.5,0,0
2020-09-11,00:50:00,22.96,0,14.4,0,0
2020-09-11,00:55:00,22.92,0,14.5,0,0
2020-09-11,01:00:00,22.875,0,14.7,0,0
2020-09-11,01:05:00,22.83,0,14.7,0,0
2020-09-11,01:10:00,22.795,0,13.7,0,0
2020-09-11,01:15:00,22.745,0,13.7,0,0
2020-09-11,01:20:00,22.715,0,13.8,0,0
2020-09-11,01:25:00,22.68,0,13.6,0,0
2020-09-11,01:30:00,22.64,0,13.1,0,0
2020-09-11,01:35:00,22.59,0,13,0,0
2020-09-11,01:40:00,22.55,0,12.7,0,0
2020-09-11,01:45:00,22.52,0,12.4,0,0
2020-09-11,01:50:00,22.475,0,12.5,0,0
2020-09-11,01:55:00,22.445,0,12.2,0,0
2020-09-11,02:00:00,22.405,0,12.1,0,0
2020-09-11,02:05:00,22.37,0,11.9,0,0
2020-09-11,02:10:00,22.34,0,11.9,0,0
2020-09-11,02:15:00,22.31,0,12.1,0,0
2020-09-11,02:20:00,22.275,0,12.2,0,0
2020-09-11,02:25:00,22.235,0,12.3,0,0
2020-09-11,02:30:00,22.205,0,12.4,0,0
2020-09-11,02:35:00,22.16,0,12.6,0,0
2020-09-11,02:40:00,22.125,0,12.6,0,0
2020-09-11,02:45:00,22.1,0,12.8,0,0
2020-09-11,02:50:00,22.06,0,12.7,0,0
2020-09-11,02:55:00,22.02,0,12.8,0,0
2020-09-11,03:00:00,21.98,0,13.1,0,0
2020-09-11,03:05:00,21.955,0,12.5,0,0
2020-09-11,03:10:00,21.925,0,12.3,0,0
2020-09-11,03:15:00,21.9,0,12.1,0,0
2020-09-11,03:20:00,21.87,0,12,0,0
2020-09-11,03:25:00,21.835,0,12,0,0
2020-09-11,03:30:00,21.805,0,12,0,0
2020-09-11,03:35:00,21.785,0,12,0,0
2020-09-11,03:40:00,21.74,0,12,0,0
2020-09-11,03:45:00,21.715,0,12.2,0,0
2020-09-11,03:50:00,21.675,0,12.2,0,0
2020-09-11,03:55:00,21.655,0,12.6,0,0
2020-09-11,04:00:00,21.63,0,12.5,0,0
2020-09-11,04:05:00,21.6,0,12.5,0,0
2020-09-11,04:10:00,21.56,0,12.6,0,0
2020-09-11,04:15:00,21.55,0,12.6,0,0
2020-09-11,04:20:00,21.52,0,12.7,0,0
2020-09-11,04:25:00,21.485,0,12.6,0,0
2020-09-11,04:30:00,21.465,0,12.6,0,0
2020-09-11,04:35:00,21.435,0,12.7,0,0
2020-09-11,04:40:00,21.405,0,12.6,0,0
2020-09-11,04:45:00,21.375,0,12.8,0,0
2020-09-11,04:50:00,21.345,0,12.7,0,0
2020-09-11,04:55:00,21.32,0,12.7,0,0
2020-09-11,05:00:00,21.28,0,12.7,0,0
2020-09-11,05:05:00,21.26,0,12.5,0,0
2020-09-11,05:10:00,21.245,0,12.6,0,0
2020-09-11,05:15:00,21.22,0,12.3,0,0
2020-09-11,05:20:00,21.2,0,12.1,0,0
2020-09-11,05:25:00,21.18,0,11.8,0,0
2020-09-11,05:30:00,21.145,0,11.7,0,0
2020-09-11,05:35:00,21.1,0,11.6,0,0
2020-09-11,05:40:00,21.08,0,11.4,0,0
2020-09-11,05:45:00,21.045,0,11.6,0,0
2020-09-11,05:50:00,21.035,0,11.7,0,0
2020-09-11,05:55:00,21,0,11.7,0.017,0
2020-09-11,06:00:00,20.975,0,11.8,0.02,0
2020-09-11,06:05:00,20.94,0,11.8,0.021,0
2020-09-11,06:10:00,20.915,0,12,0.025,0
2020-09-11,06:15:00,20.89,0,12.1,0.028,0
2020-09-11,06:20:00,20.87,0,12.4,0.033,0
2020-09-11,06:25:00,20.85,0,12.6,0.038,0
2020-09-11,06:30:00,20.82,0,12.9,0.041,0
2020-09-11,06:35:00,20.795,0,13,0.047,0
2020-09-11,06:40:00,20.78,0,13.3,0.056,0
2020-09-11,06:45:00,20.755,0,13.5,0.06,0
2020-09-11,06:50:00,20.74,0,13.8,0.072,0
2020-09-11,06:55:00,20.71,0,14.1,0.079,0
2020-09-11,07:00:00,20.7,0,14.4,0.09296,0
2020-09-11,07:05:00,20.685,0,15.3,0.134,0
2020-09-11,07:10:00,20.65,0,15.1,0.124,0
2020-09-11,07:15:00,20.655,0,15.8,0.12896,0
2020-09-11,07:20:00,20.995,0,16.3,0.12896,5.783
2020-09-11,07:25:00,21.55,0,17,0.25888,5.693
2020-09-11,07:30:00,21.96,0,17.4,0.24896,5.651
2020-09-11,07:35:00,22.255,0,17.9,0.27088,5.679
2020-09-11,07:40:00,22.525,0,17.6,0.096,5.66
2020-09-11,07:45:00,22.765,0,16.8,0.08496,5.631
2020-09-11,07:50:00,22.975,0,16.9,0.164,5.651
2020-09-11,07:55:00,23.215,0,18,0.27392,5.658
2020-09-11,08:00:00,23.425,0,18.6,0.28896,5.633
2020-09-11,08:05:00,23.62,0,19,0.24288,5.655
2020-09-11,08:10:00,23.605,0,18,0.24896,0
2020-09-11,08:15:00,23.21,0,17.5,0.14696,0
2020-09-11,08:20:00,22.92,0,17.5,0.15496,0
2020-09-11,08:25:00,22.745,0,18.4,0.33984,0
2020-09-11,08:30:00,22.61,0,17.7,0.23488,0
2020-09-11,08:35:00,22.5,0,17.3,0.26496,0
2020-09-11,08:40:00,22.4,0,18.5,0.28896,0
2020-09-11,08:45:00,22.32,0,19.1,0.37984,0
2020-09-11,08:50:00,22.255,0,19.3,0.32688,0
2020-09-11,08:55:00,22.19,0,17.9,0.30192,0
2020-09-11,09:00:00,22.115,0,19.8,0.30096,0
2020-09-11,09:05:00,22.33,0,19.9,0.35392,5.758
2020-09-11,09:10:00,22.925,0,19.4,0.51872,5.721
2020-09-11,09:15:00,23.345,0,19.6,0.39296,5.683
2020-09-11,09:20:00,23.64,0,20.3,0.64,5.708
2020-09-11,09:25:00,23.9,0,21.2,0.576,5.644
2020-09-11,09:30:00,24.125,0,20.9,0.59392,5.624
2020-09-11,09:35:00,24.325,0,20.5,0.63392,5.659
2020-09-11,09:40:00,24.52,0,19.3,0.39296,5.599
2020-09-11,09:45:00,24.7,0,20,0.39296,5.578
2020-09-11,09:50:00,24.87,0,19.9,0.39584,5.621
2020-09-11,09:55:00,25.055,0,19,0.392,5.62
2020-09-11,10:00:00,25.23,0,19.2,0.416,5.621
2020-09-11,10:05:00,25.4,0,20,0.41472,5.636
2020-09-11,10:10:00,25.555,0,19,0.39296,5.622
2020-09-11,10:15:00,25.685,0,19.4,0.36672,5.624
2020-09-11,10:20:00,25.85,0,19.6,0.38272,5.603
2020-09-11,10:25:00,26.005,0,19.5,0.40896,5.613
2020-09-11,10:30:00,26.14,0,19,0.416,5.617
2020-09-11,10:35:00,26.285,0,20.3,0.47072,5.614
2020-09-11,10:40:00,26.425,0,20.7,0.552,5.641
2020-09-11,10:45:00,26.57,0,20.6,0.56576,5.6
2020-09-11,10:50:00,26.72,0,22.7,0.97472,5.587
2020-09-11,10:55:00,26.865,0,22.5,0.48288,5.6
2020-09-11,11:00:00,26.97,0,20.9,0.57888,5.593
2020-09-11,11:05:00,27.07,0,20.3,0.65088,5.59
2020-09-11,11:10:00,27.185,0,21.2,0.70848,5.593
2020-09-11,11:15:00,27.315,0,21.6,0.55584,5.602
2020-09-11,11:20:00,27.42,0,21.3,0.56192,5.556
2020-09-11,11:25:00,27.525,0,20.2,0.52672,5.574
2020-09-11,11:30:00,27.625,0,19.5,0.52,5.585
2020-09-11,11:35:00,27.74,0,19.9,0.49376,5.571
2020-09-11,11:40:00,27.845,0,19.4,0.5248,5.583
2020-09-11,11:45:00,27.88,0,19.1,0.61792,0
2020-09-11,11:50:00,26.545,0,20.7,0.61376,0
2020-09-11,11:55:00,25.74,0,19.5,0.5808,0
2020-09-11,12:00:00,25.215,0,19.6,0.54496,0
2020-09-11,12:05:00,24.92,0,19.5,0.69952,0
2020-09-11,12:20:00,24.67,0,19.6,0.55488,0
2020-09-11,12:30:00,24.695,0,21.8,0.67968,0
2020-09-11,12:35:00,24.78,0,22.3,0.8608,0
2020-09-11,12:40:00,24.915,0,22.3,0.928,5.769
2020-09-11,12:45:00,25.65,0,20.2,0.45088,5.69
2020-09-11,12:50:00,26.14,0,19.2,0.4,5.664
2020-09-11,12:55:00,26.495,0,19.8,0.51392,5.635
2020-09-11,13:00:00,26.78,0,21.6,0.6688,5.614
2020-09-11,13:05:00,27.01,0,17.7,0.31392,5.6
2020-09-11,13:10:00,27.23,0,18.2,0.31696,5.645
2020-09-11,13:15:00,27.43,0,17.8,0.324,5.594
2020-09-11,13:20:00,27.61,0,18,0.31488,5.606
2020-09-11,13:25:00,27.795,0,18.7,0.39584,5.582
2020-09-11,13:30:00,27.97,0,19.1,1.04448,5.591
2020-09-11,13:35:00,28.15,0,19.9,0.8256,5.623
2020-09-11,13:40:00,28.305,0,18,0.24896,5.587
2020-09-11,13:45:00,28.43,0,18.5,0.392,5.586
2020-09-11,13:50:00,28.575,0,20.1,0.6528,0
2020-09-11,13:55:00,28.085,0,19.1,0.20992,0
2020-09-11,14:00:00,27.635,0,19.5,0.74368,0
2020-09-11,14:05:00,27.36,0,21,0.67456,0
2020-09-11,14:10:00,27.18,0,20.4,0.65664,0
2020-09-11,14:15:00,27.02,0,21.2,0.64576,0
2020-09-11,14:20:00,26.89,0,20.3,0.6528,0
2020-09-11,14:25:00,26.775,0,20.4,0.18992,0
2020-09-11,14:30:00,26.68,0,19.8,0.61792,0
2020-09-11,14:35:00,26.575,0,19.5,0.57888,0
2020-09-11,14:40:00,26.5,0,18.9,0.56288,0
2020-09-11,14:45:00,26.415,0,19.1,0.54272,0
2020-09-11,14:50:00,26.305,0,19.4,0.52672,0
2020-09-11,14:55:00,26.24,0,19,0.51296,0
2020-09-11,15:00:00,26.175,0,19.4,0.504,0
2020-09-11,15:05:00,26.11,0,18.6,0.20096,0
2020-09-11,15:10:00,26.045,0,18.1,0.11896,0
2020-09-11,15:15:00,25.975,0,18.3,0.41088,0
2020-09-11,15:20:00,25.915,0,18.3,0.116,0
2020-09-11,15:25:00,25.865,0,17.2,0.142,0
2020-09-11,15:30:00,25.82,0,18.9,0.45184,0
2020-09-11,15:35:00,25.78,0,18.3,0.37888,0
2020-09-11,15:40:00,25.725,0,18.6,0.152,0
2020-09-11,15:45:00,25.675,0,18,0.08496,0
2020-09-11,15:50:00,25.62,0,17.2,0.09,0
2020-09-11,15:55:00,25.575,0,17,0.112,0
2020-09-11,16:00:00,25.52,0,18.1,0.344,0
2020-09-11,16:05:00,25.48,0,18.7,0.27088,0
2020-09-11,16:10:00,25.455,0,18.2,0.23488,0
2020-09-11,16:15:00,25.41,0,17.8,0.216,0
2020-09-11,16:20:00,25.37,0,18,0.19088,0
2020-09-11,16:25:00,25.33,0,17.6,0.056,0
2020-09-11,16:30:00,25.29,0,17.3,0.067,0
2020-09-11,16:35:00,25.25,0,17,0.05,0
2020-09-11,16:40:00,25.22,0,17,0.056,0
2020-09-11,16:45:00,25.165,0,17.1,0.047,0
2020-09-11,16:50:00,25.145,0,16.9,0.046,0
2020-09-11,16:55:00,25.1,0,16.8,0.044,0
2020-09-11,17:00:00,25.06,0,16.7,0.04,0
2020-09-11,17:05:00,25.015,0,16.6,0.038,0
2020-09-11,17:10:00,24.98,0,16.4,0.037,0
2020-09-11,17:15:00,24.94,0,16.4,0.036,0
2020-09-11,17:20:00,24.895,0,16.3,0.031,0
2020-09-11,17:25:00,24.86,0,16.3,0.028,0
2020-09-11,17:30:00,24.805,0,16.2,0.03,0
2020-09-11,17:35:00,24.765,0,16.1,0.025,0
2020-09-11,17:40:00,24.725,0,16,0.024,0
2020-09-11,17:45:00,24.68,0,15.9,0.021,0
2020-09-11,17:50:00,24.64,0,15.9,0.018,0
2020-09-11,17:55:00,24.605,0,15.8,0,0
2020-09-11,18:00:00,24.57,0,15.6,0,0
2020-09-11,18:05:00,24.535,0,15.6,0,0
2020-09-11,18:10:00,24.51,0,15.4,0,0
2020-09-11,18:15:00,24.465,0,15.4,0,0
2020-09-11,18:20:00,24.43,0,15.2,0,0
2020-09-11,18:25:00,24.4,0,15,0,0
2020-09-11,18:30:00,24.365,0,14.7,0,0
2020-09-11,18:35:00,24.335,0,14.7,0,0
2020-09-11,18:40:00,24.3,0,14.8,0,0
2020-09-11,18:45:00,24.26,0,14.2,0,0
2020-09-11,18:50:00,24.23,0,14.3,0,0
2020-09-11,18:55:00,24.185,0,14.3,0,0
2020-09-11,19:00:00,24.15,0,14.4,0,0
2020-09-11,19:05:00,24.125,0,14.4,0,0
2020-09-11,19:10:00,24.08,0,14.2,0,0
2020-09-11,19:15:00,24.035,0,14.3,0,0
2020-09-11,19:20:00,24.02,0,14.2,0,0
2020-09-11,19:25:00,23.98,0,14.1,0,0
2020-09-11,19:30:00,23.95,0,14.1,0,0
2020-09-11,19:35:00,23.915,0,14.2,0,0
2020-09-11,19:40:00,23.885,0,14.2,0,0
2020-09-11,19:45:00,23.84,0,14.2,0,0
2020-09-11,19:50:00,23.81,0,14.2,0,0
2020-09-11,19:55:00,23.775,0,14.1,0,0
2020-09-11,20:00:00,23.745,0,14.3,0,0
2020-09-11,20:05:00,23.705,0,14,0,0
2020-09-11,20:10:00,23.69,0,14.2,0,0
2020-09-11,20:15:00,23.64,0,14.4,0,0
2020-09-11,20:20:00,23.605,0,14.3,0,0
2020-09-11,20:25:00,23.585,0,14.2,0,0
2020-09-11,20:30:00,23.545,0,14.3,0,0
2020-09-11,20:35:00,23.505,0,14.5,0,0
2020-09-11,20:40:00,23.48,0,14.3,0,0
2020-09-11,20:45:00,23.445,0,14.3,0,0
2020-09-11,20:50:00,23.415,0,14.3,0,0
2020-09-11,20:55:00,23.385,0,14.4,0,0
2020-09-11,21:00:00,23.365,0,14,0,0
2020-09-11,21:05:00,23.34,0,13.7,0,0
2020-09-11,21:10:00,23.305,0,13.5,0,0
2020-09-11,21:15:00,23.27,0,13.4,0,0
2020-09-11,21:20:00,23.24,0,13.3,0,0
2020-09-11,21:25:00,23.215,0,13.5,0,0
2020-09-11,21:30:00,23.18,0,13.4,0,0
2020-09-11,21:35:00,23.15,0,13.2,0,0
2020-09-11,21:40:00,23.12,0,13,0,0
2020-09-11,21:45:00,23.085,0,13.1,0,0
2020-09-11,21:50:00,23.06,0,13.2,0,0
2020-09-11,21:55:00,23.025,0,13.4,0,0
2020-09-11,22:00:00,23,0,13.3,0,0
2020-09-11,22:05:00,22.97,0,13.5,0,0
2020-09-11,22:10:00,22.935,0,13.6,0,0
2020-09-11,22:15:00,22.91,0,13.6,0,0
2020-09-11,22:20:00,22.865,0,13.7,0,0
2020-09-11,22:25:00,22.835,0,14.3,0,0
2020-09-11,22:30:00,22.81,0,13.9,0,0
2020-09-11,22:35:00,22.775,0,13.7,0,0
2020-09-11,22:40:00,22.745,0,13.4,0,0
2020-09-11,22:45:00,22.72,0,13.3,0,0
2020-09-11,22:50:00,22.695,0,13.4,0,0
2020-09-11,22:55:00,22.665,0,13.5,0,0
2020-09-11,23:00:00,22.64,0,13.2,0,0
2020-09-11,23:05:00,22.605,0,13.3,0,0
2020-09-11,23:10:00,22.58,0,13.1,0,0
2020-09-11,23:15:00,22.55,0,13,0,0
2020-09-11,23:20:00,22.52,0,13.1,0,0
2020-09-11,23:25:00,22.48,0,12.9,0,0
2020-09-11,23:30:00,22.45,0,13,0,0
2020-09-11,23:35:00,22.435,0,13.5,0,0
2020-09-11,23:40:00,22.4,0,13.6,0,0
2020-09-11,23:45:00,22.36,0,13.5,0,0
2020-09-11,23:50:00,22.35,0,13.1,0,0
2020-09-11,23:55:00,22.305,0,13.8,0,0
2020-09-12,00:00:00,22.285,0,13.4,0,0
2020-09-12,00:05:00,22.26,0,13.3,0,0
2020-09-12,00:10:00,22.22,0,13.7,0,0
2020-09-12,00:15:00,22.195,0,13.2,0,0
2020-09-12,00:20:00,22.165,0,13.7,0,0
2020-09-12,00:25:00,22.145,0,13.8,0,0
2020-09-12,00:30:00,22.11,0,13.6,0,0
2020-09-12,00:35:00,22.085,0,13.2,0,0
2020-09-12,00:40:00,22.06,0,12.9,0,0
2020-09-12,00:45:00,22.03,0,12.8,0,0
2020-09-12,00:50:00,22.005,0,12.8,0,0
2020-09-12,00:55:00,21.985,0,13.1,0,0
2020-09-12,01:00:00,21.955,0,13.2,0,0
2020-09-12,01:05:00,21.925,0,13.2,0,0
2020-09-12,01:10:00,21.895,0,13.2,0,0
2020-09-12,01:15:00,21.875,0,13.3,0,0
2020-09-12,01:20:00,21.84,0,13.6,0,0
2020-09-12,01:25:00,21.815,0,13.7,0,0
2020-09-12,01:30:00,21.79,0,13.7,0,0
2020-09-12,01:35:00,21.75,0,13.4,0,0
2020-09-12,01:40:00,21.725,0,13.1,0,0
2020-09-12,01:45:00,21.705,0,13.1,0,0
2020-09-12,01:50:00,21.67,0,12.9,0,0
2020-09-12,01:55:00,21.665,0,12.7,0,0
2020-09-12,02:00:00,21.625,0,12.9,0,0
2020-09-12,02:05:00,21.6,0,12.3,0,0
2020-09-12,02:10:00,21.58,0,12.3,0,0
2020-09-12,02:15:00,21.545,0,12.3,0,0
2020-09-12,02:20:00,21.53,0,12.3,0,0
2020-09-12,02:25:00,21.5,0,12.8,0,0
2020-09-12,02:30:00,21.475,0,12.6,0,0
2020-09-12,02:35:00,21.445,0,12.8,0,0
2020-09-12,02:40:00,21.42,0,12.5,0,0
2020-09-12,02:45:00,21.375,0,13,0,0
2020-09-12,02:50:00,21.37,0,13.2,0,0
2020-09-12,02:55:00,21.345,0,13.5,0,0
2020-09-12,03:00:00,21.32,0,13.5,0,0
2020-09-12,03:05:00,21.295,0,13.2,0,0
2020-09-12,03:10:00,21.275,0,13.3,0,0
2020-09-12,03:15:00,21.255,0,13.6,0,0
2020-09-12,03:20:00,21.21,0,13.8,0,0
2020-09-12,03:25:00,21.19,0,13.4,0,0
2020-09-12,03:30:00,21.155,0,13.4,0,0
2020-09-12,03:35:00,21.135,0,13,0,0
2020-09-12,03:40:00,21.11,0,13.5,0,0
2020-09-12,03:45:00,21.085,0,13.3,0,0
2020-09-12,03:50:00,21.06,0,13.7,0,0
2020-09-12,03:55:00,21.045,0,13.6,0,0
2020-09-12,04:00:00,21.015,0,13.4,0,0
2020-09-12,04:05:00,20.995,0,13.4,0,0
2020-09-12,04:10:00,20.98,0,13.2,0,0
2020-09-12,04:15:00,20.945,0,13.3,0,0
2020-09-12,04:20:00,20.925,0,13.6,0,0
2020-09-12,04:25:00,20.895,0,13.3,0,0
2020-09-12,04:30:00,20.87,0,13.1,0,0
2020-09-12,04:35:00,20.845,0,13.3,0,0
2020-09-12,04:40:00,20.83,0,13.3,0,0
2020-09-12,04:45:00,20.795,0,13.1,0,0
2020-09-12,04:50:00,20.77,0,13.2,0,0
2020-09-12,04:55:00,20.75,0,13.4,0,0
2020-09-12,05:00:00,20.72,0,13,0,0
2020-09-12,05:05:00,20.695,0,13.1,0,0
2020-09-12,05:10:00,20.67,0,13,0,0
2020-09-12,05:15:00,20.64,0,12.9,0,0
2020-09-12,05:20:00,20.62,0,13.1,0,0
2020-09-12,05:25:00,20.595,0,13,0,0
2020-09-12,05:30:00,20.575,0,13,0,0
2020-09-12,05:35:00,20.54,0,13.1,0,0
2020-09-12,05:40:00,20.515,0,12.9,0,0
2020-09-12,05:45:00,20.5,0,13.1,0,0
2020-09-12,05:50:00,20.475,0,12.9,0,0
2020-09-12,05:55:00,20.455,0,12.8,0.018,0
2020-09-12,06:00:00,20.43,0,13.1,0.021,0
2020-09-12,06:05:00,20.4,0,13.1,0.024,0
2020-09-12,06:10:00,20.37,0,13.1,0.025,0
2020-09-12,06:15:00,20.36,0,13.1,0.028,0
2020-09-12,06:20:00,20.35,0,13.8,0.033,0
2020-09-12,06:25:00,20.32,0,14.1,0.037,0
2020-09-12,06:30:00,20.285,0,14.5,0.047,0
2020-09-12,06:35:00,20.27,0,15.6,0.051,0
2020-09-12,06:40:00,20.265,0,15.1,0.059,0
2020-09-12,06:45:00,20.25,0,14.8,0.067,0
2020-09-12,06:50:00,20.23,0,15.3,0.077,0
2020-09-12,06:55:00,20.22,0,15.6,0.08696,0
2020-09-12,07:00:00,20.205,0,15.8,0.1,0
2020-09-12,07:05:00,20.2,0,16.4,0.11096,0
2020-09-12,07:10:00,20.19,0,16.2,0.12496,0
2020-09-12,07:15:00,20.17,0,16.3,0.14096,0
2020-09-12,07:20:00,20.15,0,16.6,0.15496,0
2020-09-12,07:25:00,20.155,0,16.6,0.16992,0
2020-09-12,07:30:00,20.13,0,16.7,0.18688,0
2020-09-12,07:35:00,20.135,0,16.9,0.204,0
2020-09-12,07:40:00,20.13,0,17,0.21888,0
2020-09-12,07:45:00,20.115,0,17.3,0.23696,0
2020-09-12,07:50:00,20.11,0,17.9,0.25296,5.9
2020-09-12,07:55:00,20.57,0,17.8,0.27088,5.795
2020-09-12,08:00:00,21.13,0,18.4,0.28896,5.752
2020-09-12,08:05:00,21.505,0,18.1,0.308,5.733
2020-09-12,08:10:00,21.815,0,18.3,0.324,5.763
2020-09-12,08:15:00,22.07,0,18.3,0.34592,5.747
2020-09-12,08:20:00,22.325,0,18.7,0.36576,5.714
2020-09-12,08:25:00,22.56,0,19.4,0.3888,5.697
2020-09-12,08:30:00,22.795,0,18.8,0.41088,5.692
2020-09-12,08:35:00,23.005,0,19,0.43392,5.705
2020-09-12,08:40:00,23.22,0,19.1,0.44992,5.678
2020-09-12,08:45:00,23.425,0,19.4,0.44672,5.636
2020-09-12,08:50:00,23.61,0,18.6,0.29392,5.635
2020-09-12,08:55:00,23.795,0,19,0.344,5.694
2020-09-12,09:00:00,23.99,0,19.6,0.52288,1.48
2020-09-12,09:05:00,23.84,0,19.6,0.54976,0
2020-09-12,09:10:00,23.455,0,20.8,0.57888,0
2020-09-12,09:15:00,23.175,0,20.3,0.60096,0
2020-09-12,09:20:00,22.99,0,20.4,0.61376,0
2020-09-12,09:25:00,22.855,0,19.5,0.55872,0
2020-09-12,09:30:00,22.725,0,19.4,0.43872,0
2020-09-12,09:35:00,22.62,0,19.5,0.6,0
2020-09-12,09:40:00,22.55,0,21.1,0.63392,0
2020-09-12,09:45:00,22.455,0,20.9,0.64672,0
2020-09-12,09:50:00,22.395,0,20.5,0.66176,0
2020-09-12,09:55:00,22.34,0,20.7,0.67456,0
2020-09-12,10:00:00,22.29,0,22.3,0.688,5.994
2020-09-12,10:05:00,22.705,0,21.9,0.69888,5.746
2020-09-12,10:10:00,23.25,0,21.3,0.7104,5.729
2020-09-12,10:15:00,23.62,0,22.8,0.72576,5.707
2020-09-12,10:20:00,23.92,0,22.1,0.73792,5.683
2020-09-12,10:25:00,24.16,0,22.3,0.75392,5.668
2020-09-12,10:30:00,24.385,0,22.4,0.76288,5.67
2020-09-12,10:35:00,24.6,0,23.1,0.77376,5.674
2020-09-12,10:40:00,24.805,0,22.4,0.784,5.658
2020-09-12,10:45:00,25.01,0,22.6,0.79296,5.627
2020-09-12,10:50:00,25.215,0,24.3,0.8,5.697
2020-09-12,10:55:00,25.405,0,23.5,0.8096,5.707
2020-09-12,11:00:00,25.585,0,24,0.81664,0
2020-09-12,11:05:00,25.32,0,23.9,0.82176,0
2020-09-12,11:10:00,24.92,0,23,0.82944,0
2020-09-12,11:15:00,24.645,0,23.4,0.83968,0
2020-09-12,11:20:00,24.465,0,23.2,0.84864,0
2020-09-12,11:25:00,24.325,0,24,0.84864,0
2020-09-12,11:30:00,24.215,0,24.4,0.85056,0
2020-09-12,11:35:00,24.125,0,24.8,0.85248,0
2020-09-12,11:40:00,24.055,0,24.1,0.85568,0
2020-09-12,11:45:00,23.97,0,25.8,0.85248,0
2020-09-12,11:50:00,23.895,0,26.7,0.8448,0
2020-09-12,11:55:00,23.845,0,27.3,0.85184,0
2020-09-12,12:00:00,23.8,0,24.8,0.85888,5.862
2020-09-12,12:05:00,24.255,0,26.1,0.86272,5.691
2020-09-12,12:10:00,24.8,0,24.7,0.8576,5.683
2020-09-12,12:15:00,25.195,0,25.4,0.85248,5.653
2020-09-12,12:20:00,25.47,0,26.1,0.85248,5.648
2020-09-12,12:25:00,25.71,0,25.1,0.85184,5.639
2020-09-12,12:30:00,25.945,0,23.6,0.85248,5.622
2020-09-12,12:35:00,26.17,0,23.2,0.85056,5.633
2020-09-12,12:40:00,26.375,0,21.2,0.84544,5.64
2020-09-12,12:45:00,26.56,0,20.7,0.8384,5.664
2020-09-12,12:50:00,26.745,0,21.4,0.83776,5.653
2020-09-12,12:55:00,26.905,0,21.2,0.82944,5.643
2020-09-12,13:00:00,27.08,0,21.2,0.8224,0
2020-09-12,13:05:00,26.805,0,20.7,0.816,0
2020-09-12,13:10:00,26.38,0,22.3,0.80896,0
2020-09-12,13:15:00,26.125,0,22.4,0.80064,0
2020-09-12,13:20:00,25.95,0,23.8,0.79552,0
2020-09-12,13:25:00,25.805,0,22.3,0.784,0
2020-09-12,13:30:00,25.7,0,22.8,0.76992,0
2020-09-12,13:35:00,25.605,0,22,0.68288,0
